model,rho_nominal,rho_label,rho_effective,N,eta,eta_index,steps,base_seed,realization,returncode,elapsed_s,output_path,source_run
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400602,2,0,1.552,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_002_seed_1400602,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400603,3,0,1.5522,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_003_seed_1400603,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400604,4,0,1.5364,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_004_seed_1400604,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400605,5,0,1.5221,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_005_seed_1400605,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400606,6,0,1.4903,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_006_seed_1400606,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400607,7,0,1.5445,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_007_seed_1400607,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400608,8,0,1.517,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_008_seed_1400608,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400609,9,0,1.5807,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_009_seed_1400609,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400610,10,0,1.6095,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_010_seed_1400610,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400611,11,0,1.6263,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_011_seed_1400611,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400612,12,0,1.6107,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_012_seed_1400612,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400613,13,0,1.596,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_013_seed_1400613,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400614,14,0,1.6116,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_014_seed_1400614,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400615,15,0,1.6876,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_015_seed_1400615,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400616,16,0,1.5631,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_016_seed_1400616,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400617,17,0,1.6022,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_017_seed_1400617,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400618,18,0,1.6054,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_018_seed_1400618,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,5.0,6,3000,1400619,19,0,1.6054,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_5/steps_3000/realization_019_seed_1400619,final_voter_base_coarse_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801800,0,0,1.3937,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801801,1,0,1.398,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801802,2,0,1.4248,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801803,3,0,1.392,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801804,4,0,1.4109,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801805,5,0,1.4142,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801806,6,0,1.4339,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801807,7,0,1.4022,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801808,8,0,1.4311,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801809,9,0,1.4109,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801810,10,0,1.4254,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801811,11,0,1.4341,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801812,12,0,1.3992,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801813,13,0,1.4004,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801814,14,0,1.4278,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801815,15,0,1.3977,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801816,16,0,1.4239,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801817,17,0,1.3665,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801818,18,0,1.4223,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.2,18,3000,1801819,19,0,1.4168,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801900,0,0,1.4105,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801901,1,0,1.3981,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801902,2,0,1.4088,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801903,3,0,1.4044,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801904,4,0,1.4302,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801905,5,0,1.4017,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801906,6,0,1.3964,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801907,7,0,1.44,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801908,8,0,1.3821,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801909,9,0,1.3952,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801910,10,0,1.401,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801911,11,0,1.4587,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801912,12,0,1.4047,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801913,13,0,1.424,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801914,14,0,1.4176,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801915,15,0,1.4154,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801916,16,0,1.3982,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801917,17,0,1.3982,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801918,18,0,1.3817,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.4,19,3000,1801919,19,0,1.4025,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802000,0,0,1.4352,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802001,1,0,1.4226,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802002,2,0,1.3939,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802003,3,0,1.4087,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802004,4,0,1.45,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802005,5,0,1.4082,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802006,6,0,1.3962,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802007,7,0,1.4413,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802008,8,0,1.4303,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802009,9,0,1.4223,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802010,10,0,1.4119,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802011,11,0,1.3864,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802012,12,0,1.3883,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802013,13,0,1.3911,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802014,14,0,1.3944,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802015,15,0,1.4357,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802016,16,0,1.4285,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802017,17,0,1.414,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802018,18,0,1.4067,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.6,20,3000,1802019,19,0,1.3715,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802100,0,0,1.4312,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802101,1,0,1.4071,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802102,2,0,1.4789,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802103,3,0,1.4013,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802104,4,0,1.4107,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802105,5,0,1.3917,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802106,6,0,1.4189,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802107,7,0,1.4308,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802108,8,0,1.4125,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802109,9,0,1.4125,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802110,10,0,1.4301,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802111,11,0,1.4225,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802112,12,0,1.4051,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802113,13,0,1.4105,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802114,14,0,1.3921,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802115,15,0,1.3987,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802116,16,0,1.4453,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802117,17,0,1.4587,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802118,18,0,1.4417,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,5.8,21,3000,1802119,19,0,1.4796,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400700,0,0,1.5202,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_000_seed_1400700,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400701,1,0,1.5005,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_001_seed_1400701,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400702,2,0,1.5032,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_002_seed_1400702,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400703,3,0,1.5039,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_003_seed_1400703,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400704,4,0,1.549,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_004_seed_1400704,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400705,5,0,1.5376,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_005_seed_1400705,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400706,6,0,1.5278,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_006_seed_1400706,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400707,7,0,1.5395,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_007_seed_1400707,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400708,8,0,1.5425,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_008_seed_1400708,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400709,9,0,1.5161,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_009_seed_1400709,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400710,10,0,1.5235,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_010_seed_1400710,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400711,11,0,1.5512,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_011_seed_1400711,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400712,12,0,1.5689,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_012_seed_1400712,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400713,13,0,1.5548,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_013_seed_1400713,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400714,14,0,1.5247,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_014_seed_1400714,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400715,15,0,1.5255,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_015_seed_1400715,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400716,16,0,1.453,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_016_seed_1400716,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400717,17,0,1.5311,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_017_seed_1400717,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400718,18,0,1.5271,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_018_seed_1400718,final_voter_base_coarse_v1
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400719,19,0,1.4906,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_019_seed_1400719,final_voter_base_coarse_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802200,0,0,1.4626,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802201,1,0,1.398,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802202,2,0,1.437,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802203,3,0,1.4898,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802204,4,0,1.4921,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802205,5,0,1.4593,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802206,6,0,1.4658,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802207,7,0,1.4488,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802208,8,0,1.4407,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802209,9,0,1.4387,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802210,10,0,1.4491,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802211,11,0,1.4843,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802212,12,0,1.4812,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802213,13,0,1.4421,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802214,14,0,1.4411,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802215,15,0,1.419,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802216,16,0,1.3512,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802217,17,0,1.3988,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802218,18,0,1.4141,,final_dense_eta_grid_steps3000_R20_v1
voter,2.0,rho_2,,200,6.2,22,3000,1802219,19,0,1.4497,,final_dense_eta_grid_steps3000_R20_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410000,0,0,3.8245,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_000_seed_1410000,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410001,1,0,3.8667,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_001_seed_1410001,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410002,2,0,4.0123,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_002_seed_1410002,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410003,3,0,3.5502,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_003_seed_1410003,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410004,4,0,3.6639,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_004_seed_1410004,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410005,5,0,3.4445,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_005_seed_1410005,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410006,6,0,3.8157,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_006_seed_1410006,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410007,7,0,4.1003,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_007_seed_1410007,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410008,8,0,3.5185,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_008_seed_1410008,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410009,9,0,3.551,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_009_seed_1410009,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410010,10,0,3.9387,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_010_seed_1410010,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410011,11,0,3.6459,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_011_seed_1410011,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410012,12,0,4.0451,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_012_seed_1410012,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410013,13,0,3.8187,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_013_seed_1410013,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410014,14,0,3.8378,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_014_seed_1410014,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410015,15,0,3.8952,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_015_seed_1410015,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410016,16,0,3.8034,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_016_seed_1410016,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410017,17,0,3.8908,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_017_seed_1410017,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410018,18,0,3.9952,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_018_seed_1410018,final_voter_base_coarse_v1
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410019,19,0,4.1568,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_019_seed_1410019,final_voter_base_coarse_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230000,0,0,4.6233,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230001,1,0,4.4203,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230002,2,0,4.6072,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230003,3,0,4.3478,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230004,4,0,4.2234,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230005,5,0,4.9782,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230006,6,0,4.6522,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230007,7,0,4.0087,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230008,8,0,4.5544,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230009,9,0,4.2146,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230010,10,0,4.0363,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230011,11,0,4.2199,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230012,12,0,3.8888,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230013,13,0,4.2793,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230014,14,0,3.9073,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230015,15,0,4.44,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230016,16,0,4.2497,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230017,17,0,4.0725,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230018,18,0,4.2322,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.05,0,3000,1230019,19,0,4.1536,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.1,1,3000,1230100,0,0,5.1784,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.1,1,3000,1230101,1,0,4.6808,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.1,1,3000,1230102,2,0,4.8896,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.1,1,3000,1230103,3,0,4.7186,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.1,1,3000,1230104,4,0,4.8865,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.1,1,3000,1230105,5,0,5.3287,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.1,1,3000,1230106,6,0,4.2418,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.1,1,3000,1230107,7,0,5.1097,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.1,1,3000,1230108,8,0,4.6172,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.1,1,3000,1230109,9,0,4.6956,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.1,1,3000,1230110,10,0,4.5049,,final_fine_grid_steps3000_R20_v1
voter,4.0,rho_4,,400,0.1,1,3000,1230111,11,0,4.464,,final_fine_grid_steps3000_R20_v1
