model,rho_label,rho_nominal,N,eta,base_seed,realization,steps,va_t0,S_t0,t_window_start,va_window_mean,va_window_stdev,S_window_mean,S_window_stdev
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130000,0,3000,0.08369019540970217,0.125,1500,0.8962699062355857,0.08290679942451701,0.8498500999333778,0.10752896135446499
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130001,1,3000,0.2578168277772339,0.125,1500,0.7564695615379081,0.23045385115914588,0.7350516322451699,0.2397721301209661
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130002,2,3000,0.12463008856443923,0.25,1500,0.8316269340679368,0.14617645604008234,0.7789390406395736,0.16931125257341983
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130003,3,3000,0.13830742608208038,0.1875,1500,0.8686865486987624,0.10246955342272938,0.7503331112591606,0.19182876074062016
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130004,4,3000,0.18730612218583667,0.1875,1500,0.9425444117616919,0.07418776138184563,0.8581778814123917,0.1873768598627747
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130005,5,3000,0.25142997105077447,0.125,1500,0.8694446923358248,0.13911939562411127,0.7258077948034644,0.11137088436067277
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130006,6,3000,0.17495318512810376,0.125,1500,0.7585623881601988,0.2613978027342077,0.7658227848101266,0.24505751797437778
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130007,7,3000,0.23076029159344114,0.1875,1500,0.8694047045615172,0.13985619705711308,0.8769986675549634,0.14293459739382666
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130008,8,3000,0.21587322052645389,0.25,1500,0.8641731208444431,0.11119038613356046,0.6106345769487008,0.11755058110260111
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130009,9,3000,0.29882899669018304,0.1875,1500,0.7278739933466508,0.20233905333456384,0.7412974683544303,0.10489431701364312
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130010,10,3000,0.18932341465269395,0.125,1500,0.902664986201029,0.06142594211631557,0.8611758827448368,0.1143507352441149
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130011,11,3000,0.10444683568716248,0.1875,1500,0.6910324135640795,0.26359100376768296,0.6757161892071952,0.23420744290804643
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130012,12,3000,0.23011601073137705,0.125,1500,0.7210157667852601,0.2483423797803003,0.49783477681545635,0.11682323643316717
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130013,13,3000,0.07917550940648165,0.1875,1500,0.9635232911853651,0.044652524604674865,0.9432045303131246,0.10475276628693903
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130014,14,3000,0.1317103923266341,0.1875,1500,0.9411473236112488,0.0713732171692765,0.9206362425049966,0.09227369778040999
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130015,15,3000,0.1769438202523331,0.125,1500,0.8522484245296486,0.19132345424879635,0.8625499666888741,0.21224192111741846
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130016,16,3000,0.7393123543942045,0.1875,1500,0.8552343318622555,0.13080054453284903,0.6663057961359093,0.1801192386530668
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130017,17,3000,0.28646848630737337,0.1875,1500,0.8944589222204037,0.10206332719003562,0.8072118587608261,0.11232653850170428
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130018,18,3000,0.23721911419487307,0.3125,1500,0.7685754222026342,0.2292538946127336,0.7175216522318454,0.15963945479480793
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2130019,19,3000,0.1991256309284991,0.125,1500,0.8982829778374399,0.10294122641422743,0.894653564290473,0.11969914916745686
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2130100,0,3000,0.2969390554379856,0.25,1500,0.7499594138467685,0.2381046655580565,0.6121335776149234,0.13345205510264
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2130101,1,3000,0.26025194329827883,0.125,1500,0.7844262961060312,0.10588773701994068,0.8078780812791473,0.09656070704908308
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2130102,2,3000,0.25541252099438827,0.1875,1500,0.8777713004615627,0.1360964284335886,0.8197451698867422,0.18205528400469942
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2130103,3,3000,0.13755656956670984,0.1875,1500,0.774867773241928,0.20628833494367743,0.6393237841439041,0.21413235544907872
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2130104,4,3000,0.27424434052143054,0.1875,1500,0.816008504412662,0.20567845483316355,0.8536392405063291,0.1489546114816021
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2130105,5,3000,0.37763456328193723,0.1875,1500,0.7106663262228557,0.21928517448083404,0.6559793471019321,0.1647146865174356
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2130106,6,3000,0.15813298567165185,0.125,1500,0.7641965396517462,0.14065727352430338,0.6857928047968022,0.08903198813677482
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2130107,7,3000,0.15809658704039273,0.125,1500,0.8646055866944466,0.09761293123757683,0.7687791472351766,0.17226956537967342
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2130108,8,3000,0.3285269907787676,0.1875,1500,0.8390782832061606,0.12847528510974623,0.8127081945369754,0.1797619292990628
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2130109,9,3000,0.4127548408966521,0.125,1500,0.6141052185623367,0.25352109675120754,0.6270819453697535,0.13024407958509426
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2130110,10,3000,0.07445253119122051,0.125,1500,0.6972828539203518,0.22115465627131306,0.6264990006662225,0.1810469078547642
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2130111,11,3000,0.3249580561285825,0.125,1500,0.6911150792611591,0.25265458915956857,0.6758411059293804,0.20617350999831693
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2130112,12,3000,0.3387197219649791,0.125,1500,0.9038220027175258,0.05752531999849002,0.8586359093937375,0.13927954978267273
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2130113,13,3000,0.29914524724944547,0.25,1500,0.9124842743228945,0.10490484318939237,0.9131412391738841,0.11117082981877498
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2130114,14,3000,0.23063085777955045,0.125,1500,0.8248838906240544,0.1496048210187807,0.7752748167888075,0.1491803452484412
vicsek,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2130115,15,3000,0.17850486693896117,0.125,1500,0.673495381519809,0.24513791460582918,0.5334360426382412,0.13861756750155738
