model,rho_nominal,rho_label,N,eta,eta_index,steps,base_seed,realization,returncode,elapsed_s
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950000,0,0,0.1722
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950001,1,0,0.1738
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950002,2,0,0.1751
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950003,3,0,0.1749
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950004,4,0,0.1765
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950005,5,0,0.1797
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950006,6,0,0.1865
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950007,7,0,0.1763
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950008,8,0,0.1821
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950009,9,0,0.1739
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950010,10,0,0.1714
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950011,11,0,0.1674
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950012,12,0,0.1746
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950013,13,0,0.1713
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950014,14,0,0.1657
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950015,15,0,0.1663
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950016,16,0,0.1667
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950017,17,0,0.1696
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950018,18,0,0.1684
voter,0.3183098861837907,rho_1_over_pi,32,0.0,0,3000,950019,19,0,0.1648
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950100,0,0,0.1763
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950101,1,0,0.1779
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950102,2,0,0.173
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950103,3,0,0.1762
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950104,4,0,0.1713
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950105,5,0,0.1828
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950106,6,0,0.1762
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950107,7,0,0.1793
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950108,8,0,0.1658
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950109,9,0,0.1738
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950110,10,0,0.1799
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950111,11,0,0.1732
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950112,12,0,0.1722
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950113,13,0,0.1769
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950114,14,0,0.1733
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950115,15,0,0.1697
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950116,16,0,0.1762
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950117,17,0,0.1735
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950118,18,0,0.1718
voter,0.3183098861837907,rho_1_over_pi,32,0.5,1,3000,950119,19,0,0.173
voter,0.3183098861837907,rho_1_over_pi,32,1.0,2,3000,950200,0,0,0.2097
voter,0.3183098861837907,rho_1_over_pi,32,1.0,2,3000,950201,1,0,0.1874
voter,0.3183098861837907,rho_1_over_pi,32,1.0,2,3000,950202,2,0,0.1832
voter,0.3183098861837907,rho_1_over_pi,32,1.0,2,3000,950203,3,0,0.2073
voter,0.3183098861837907,rho_1_over_pi,32,1.0,2,3000,950204,4,0,0.1718
voter,0.3183098861837907,rho_1_over_pi,32,1.0,2,3000,950205,5,0,0.2151
voter,0.3183098861837907,rho_1_over_pi,32,1.0,2,3000,950206,6,0,0.1946
voter,0.3183098861837907,rho_1_over_pi,32,1.0,2,3000,950207,7,0,0.1771
voter,0.3183098861837907,rho_1_over_pi,32,1.0,2,3000,950208,8,0,0.2037
voter,0.3183098861837907,rho_1_over_pi,32,1.0,2,3000,950209,9,0,0.1942
