model,rho_label,eta,realizations,va_mean,va_stdev_between_realizations,va_stderr,S_mean,S_stdev_between_realizations,S_stderr,t_eq_heuristic_estimate
vicsek,rho_1_over_2pi,0,20,0.9994612734558901,0.0013370694778942307,0.0002989778243211652,0.9309106429047302,0.13728308642096118,0.03069743133982475,950
vicsek,rho_1_over_2pi,0.050000000000000003,20,0.9984346697792088,0.0019545742582990824,0.00043705609086279804,0.9207840606262492,0.12391892487491658,0.02770911397190031,800
vicsek,rho_1_over_2pi,0.10000000000000001,20,0.9921747323555008,0.007822867436279498,0.001749246336649046,0.8541493171219188,0.17214246214540274,0.03849222471713048,550
vicsek,rho_1_over_2pi,0.14999999999999999,20,0.9786008181445695,0.018548983265043974,0.0041476787494144325,0.8386617255163225,0.1127443485344508,0.025210402740196074,550
vicsek,rho_1_over_2pi,0.20000000000000001,20,0.9734199903748826,0.017986024789191687,0.004021797407362894,0.795261492338441,0.18018703485631496,0.04029104586028443,700
vicsek,rho_1_over_2pi,0.29999999999999999,20,0.9415466223081269,0.04111362207067767,0.009193285375127092,0.8126540639573617,0.11459586179279725,0.025624413690886555,2000
vicsek,rho_1_over_2pi,0.40000000000000002,20,0.9075182249215038,0.06554919923032887,0.014657246534969224,0.8152918887408394,0.12717510364539575,0.028437217679668617,sin_evidencia
vicsek,rho_1_over_2pi,0.5,20,0.8963228362937107,0.07014045959212166,0.01568388356210612,0.8010722018654229,0.12273256145278523,0.02744383504610981,sin_evidencia
vicsek,rho_1_over_2pi,1,20,0.7557718675579429,0.09612531811654854,0.021494274566739458,0.7498771652231845,0.13663334561716042,0.030552144879319364,2950
vicsek,rho_1_over_2pi,2,20,0.47137797528465386,0.06764537194846935,0.015125965004003487,0.5221310792804796,0.10384438628818989,0.023220310682213963,2800
vicsek,rho_1_over_2pi,3,20,0.3093784887320905,0.024770859211621258,0.005538932505826198,0.3396319120586276,0.0685224275827205,0.015322080605826962,sin_evidencia
vicsek,rho_1_over_2pi,4,20,0.24669568005111014,0.012407477754087584,0.0027743963687456258,0.25345811125916057,0.0726540695952359,0.01624594384569481,sin_evidencia
vicsek,rho_1_over_2pi,5,20,0.22574965780658682,0.0038634585208546486,0.0008638955880881782,0.19805338107928047,0.060917041402051564,0.01362146455631564,2700
vicsek,rho_1_over_2pi,6,20,0.22356241942430627,0.0024065312519725357,0.0005381167469388265,0.17382994670219853,0.06022968827874153,0.013467767725488836,sin_evidencia
vicsek,rho_1_over_3pi,0,20,0.9987722980620631,0.0022726726385276456,0.0005081850510351623,0.857825086306099,0.19484900683753592,0.043569562463705164,800
vicsek,rho_1_over_3pi,0.050000000000000003,20,0.9916881228645578,0.025568368405374464,0.00571726098281752,0.8883774453394707,0.1328634643467631,0.0297091738005482,1300
vicsek,rho_1_over_3pi,0.10000000000000001,20,0.9842220741719878,0.015710113278803287,0.0035128881225626254,0.8190115680455454,0.15788279712675418,0.03530366668532308,900
vicsek,rho_1_over_3pi,0.14999999999999999,20,0.9745569639421667,0.02726529879763305,0.006096706153835078,0.8545575676821514,0.1456737661131303,0.032573644356736466,750
vicsek,rho_1_over_3pi,0.20000000000000001,20,0.9661831721253569,0.03294723573773633,0.007367225878028886,0.8537550723759917,0.13587503996948325,0.030382582581726547,1150
vicsek,rho_1_over_3pi,0.29999999999999999,20,0.9440626524883641,0.0332114290226402,0.00742630129245329,0.822194294712616,0.13557420980218643,0.030315314911350717,2300
vicsek,rho_1_over_3pi,0.40000000000000002,20,0.9011885320522056,0.06394803410262724,0.014299215128094926,0.8191266428441646,0.09927692177055743,0.022198994567589517,sin_evidencia
vicsek,rho_1_over_3pi,0.5,20,0.8619933974095593,0.10583942535992483,0.023666414980430706,0.7791654048815941,0.13361909545928569,0.029878138053899626,sin_evidencia
vicsek,rho_1_over_3pi,1,20,0.6882200019856668,0.07764802996451037,0.017362627331958577,0.6569741384531524,0.1197761147220313,0.02678275345992753,3000
