model,rho_label,rho_nominal,N,eta,base_seed,realization,steps,va_t0,S_t0,t_window_start,va_window_mean,va_window_stdev,S_window_mean,S_window_stdev
vicsek,rho_2,2,200,0.59999999999999998,1600000,0,3000,0.06348545880027259,1.0,1500,0.970358925445513,0.00775253260470789,0.9920119920053297,0.011458402714489689
vicsek,rho_2,2,200,0.59999999999999998,1600001,1,3000,0.05216162148146829,0.98,1500,0.9729862899340321,0.008281774013711758,0.9944070619586942,0.011453997586942197
vicsek,rho_2,2,200,0.59999999999999998,1600002,2,3000,0.09292719016699542,0.98,1500,0.9753950593005674,0.007184956433017008,0.9964823451032645,0.004487511885392989
vicsek,rho_2,2,200,0.59999999999999998,1600003,3,3000,0.02117803591556551,0.995,1500,0.9752330066093453,0.007322904474409857,0.9863157894736843,0.029095586865988208
vicsek,rho_2,2,200,0.59999999999999998,1600004,4,3000,0.04247121487181873,0.97,1500,0.9721848607668927,0.011110984086708174,0.9495169886742171,0.12843657024438865
vicsek,rho_2,2,200,0.59999999999999998,1600005,5,3000,0.03252182537933176,0.985,1500,0.9753830775450713,0.006132345315513866,0.9984743504330447,0.003577100021629021
vicsek,rho_2,2,200,0.59999999999999998,1600006,6,3000,0.04354204629527608,1.0,1500,0.9630369938907445,0.012467377449531735,0.9933944037308461,0.024064516229640856
vicsek,rho_2,2,200,0.59999999999999998,1600007,7,3000,0.07402456132286214,1.0,1500,0.9738355858800123,0.0064615079703973675,0.994367088607595,0.00657041671947565
vicsek,rho_2,2,200,0.59999999999999998,1600008,8,3000,0.09135587452598205,1.0,1500,0.9789267039597661,0.003755333520457741,0.9977081945369753,0.0046793370621527166
vicsek,rho_2,2,200,0.59999999999999998,1600009,9,3000,0.11028180506498275,0.99,1500,0.9733973967352342,0.007164368736176758,0.9885976015989341,0.018545062811272838
vicsek,rho_2,2,200,0.59999999999999998,1600010,10,3000,0.04345552395737469,0.965,1500,0.9786777427364862,0.004457776904625129,0.9900666222518321,0.02401411612644365
vicsek,rho_2,2,200,0.59999999999999998,1600011,11,3000,0.04783867306319158,1.0,1500,0.9788232935468312,0.005142384630240513,0.9983944037308461,0.003432077488970671
vicsek,rho_2,2,200,0.59999999999999998,1600012,12,3000,0.01923916067419828,1.0,1500,0.9783119689478231,0.005750198156419253,0.9924317121918722,0.026136069028520757
vicsek,rho_2,2,200,0.59999999999999998,1600013,13,3000,0.09579546988725028,0.99,1500,0.9758706591890777,0.00586254944212895,0.9991272485009993,0.003146087270583894
vicsek,rho_2,2,200,0.59999999999999998,1600014,14,3000,0.020924384067098237,1.0,1500,0.9748389697432106,0.008146807836726108,0.9892171885409727,0.00927430801538957
vicsek,rho_2,2,200,0.59999999999999998,1600015,15,3000,0.056666403045928716,0.955,1500,0.9768361306875681,0.0049727384143981234,0.9963590939373751,0.008919935841037827
vicsek,rho_2,2,200,0.59999999999999998,1600016,16,3000,0.06220911709200271,1.0,1500,0.9727294817643305,0.007722419482206999,0.9728980679546968,0.03746144724351058
vicsek,rho_2,2,200,0.59999999999999998,1600017,17,3000,0.09182917819956071,0.99,1500,0.9727154082638916,0.009380168829562099,0.9961392405063291,0.016969854110267687
vicsek,rho_2,2,200,0.59999999999999998,1600018,18,3000,0.09657195611684402,1.0,1500,0.9708526001447834,0.007622016073798831,0.9934010659560293,0.015236587647093501
vicsek,rho_2,2,200,0.59999999999999998,1600019,19,3000,0.037062928394166535,1.0,1500,0.9717586544930725,0.00797664200058391,0.9987874750166557,0.0049878736716526696
vicsek,rho_2,2,200,0.80000000000000004,1600100,0,3000,0.04918066094142677,1.0,1500,0.949974451208808,0.013038889244408486,0.9892238507661559,0.015226926300865844
vicsek,rho_2,2,200,0.80000000000000004,1600101,1,3000,0.06881310095136045,1.0,1500,0.9565936457141978,0.013521345584040223,0.9786842105263158,0.035330139136041716
vicsek,rho_2,2,200,0.80000000000000004,1600102,2,3000,0.050963105944530025,1.0,1500,0.9619351934378764,0.008057550202491706,0.9968654230512992,0.006065752061549627
vicsek,rho_2,2,200,0.80000000000000004,1600103,3,3000,0.05190213946267818,0.96,1500,0.954258491948497,0.01707566313112185,0.995769487008661,0.010465076036944274
vicsek,rho_2,2,200,0.80000000000000004,1600104,4,3000,0.031968693138007674,0.995,1500,0.9558836755871727,0.012353111138276734,0.9846935376415723,0.021743753685304602
