model,rho_nominal,rho_label,rho_effective,N,eta,eta_index,steps,base_seed,realization,returncode,elapsed_s,output_path
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,0.5,7,3000,1540708,8,0,0.1029,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_0p5/steps_3000/realization_008_seed_1540708
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,0.5,7,3000,1540709,9,0,0.0988,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_0p5/steps_3000/realization_009_seed_1540709
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,0.5,7,3000,1540710,10,0,0.0961,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_0p5/steps_3000/realization_010_seed_1540710
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,0.5,7,3000,1540711,11,0,0.0928,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_0p5/steps_3000/realization_011_seed_1540711
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,0.5,7,3000,1540712,12,0,0.0896,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_0p5/steps_3000/realization_012_seed_1540712
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,0.5,7,3000,1540713,13,0,0.0871,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_0p5/steps_3000/realization_013_seed_1540713
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,0.5,7,3000,1540714,14,0,0.0843,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_0p5/steps_3000/realization_014_seed_1540714
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,0.5,7,3000,1540715,15,0,0.0851,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_0p5/steps_3000/realization_015_seed_1540715
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,0.5,7,3000,1540716,16,0,0.0899,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_0p5/steps_3000/realization_016_seed_1540716
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,0.5,7,3000,1540717,17,0,0.0927,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_0p5/steps_3000/realization_017_seed_1540717
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,0.5,7,3000,1540718,18,0,0.1601,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_0p5/steps_3000/realization_018_seed_1540718
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,0.5,7,3000,1540719,19,0,0.0942,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_0p5/steps_3000/realization_019_seed_1540719
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540800,0,0,0.1011,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_000_seed_1540800
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540801,1,0,0.0942,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_001_seed_1540801
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540802,2,0,0.1018,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_002_seed_1540802
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540803,3,0,0.094,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_003_seed_1540803
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540804,4,0,0.0942,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_004_seed_1540804
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540805,5,0,0.1027,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_005_seed_1540805
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540806,6,0,0.1039,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_006_seed_1540806
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540807,7,0,0.0996,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_007_seed_1540807
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540808,8,0,0.0975,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_008_seed_1540808
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540809,9,0,0.1002,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_009_seed_1540809
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540810,10,0,0.1004,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_010_seed_1540810
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540811,11,0,0.1036,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_011_seed_1540811
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540812,12,0,0.1002,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_012_seed_1540812
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540813,13,0,0.0985,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_013_seed_1540813
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540814,14,0,0.1059,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_014_seed_1540814
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540815,15,0,0.095,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_015_seed_1540815
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540816,16,0,0.094,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_016_seed_1540816
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540817,17,0,0.0952,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_017_seed_1540817
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540818,18,0,0.0946,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_018_seed_1540818
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,1.0,8,3000,1540819,19,0,0.0885,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_1/steps_3000/realization_019_seed_1540819
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540900,0,0,0.0998,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_000_seed_1540900
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540901,1,0,0.0878,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_001_seed_1540901
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540902,2,0,0.0841,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_002_seed_1540902
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540903,3,0,0.0951,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_003_seed_1540903
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540904,4,0,0.094,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_004_seed_1540904
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540905,5,0,0.0921,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_005_seed_1540905
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540906,6,0,0.0889,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_006_seed_1540906
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540907,7,0,0.1001,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_007_seed_1540907
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540908,8,0,0.0904,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_008_seed_1540908
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540909,9,0,0.092,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_009_seed_1540909
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540910,10,0,0.0937,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_010_seed_1540910
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540911,11,0,0.0898,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_011_seed_1540911
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540912,12,0,0.0847,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_012_seed_1540912
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540913,13,0,0.0976,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_013_seed_1540913
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540914,14,0,0.0866,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_014_seed_1540914
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540915,15,0,0.0875,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_015_seed_1540915
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540916,16,0,0.1031,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_016_seed_1540916
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540917,17,0,0.0946,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_017_seed_1540917
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540918,18,0,0.0911,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_018_seed_1540918
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,2.0,9,3000,1540919,19,0,0.0898,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_2/steps_3000/realization_019_seed_1540919
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541000,0,0,0.0951,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_000_seed_1541000
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541001,1,0,0.089,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_001_seed_1541001
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541002,2,0,0.0907,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_002_seed_1541002
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541003,3,0,0.0832,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_003_seed_1541003
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541004,4,0,0.0841,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_004_seed_1541004
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541005,5,0,0.0881,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_005_seed_1541005
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541006,6,0,0.0865,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_006_seed_1541006
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541007,7,0,0.0864,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_007_seed_1541007
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541008,8,0,0.091,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_008_seed_1541008
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541009,9,0,0.0829,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_009_seed_1541009
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541010,10,0,0.0897,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_010_seed_1541010
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541011,11,0,0.0905,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_011_seed_1541011
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541012,12,0,0.0917,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_012_seed_1541012
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541013,13,0,0.0899,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_013_seed_1541013
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541014,14,0,0.0876,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_014_seed_1541014
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541015,15,0,0.097,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_015_seed_1541015
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541016,16,0,0.0934,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_016_seed_1541016
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541017,17,0,0.0923,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_017_seed_1541017
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541018,18,0,0.0905,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_018_seed_1541018
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,3.0,10,3000,1541019,19,0,0.0925,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_3/steps_3000/realization_019_seed_1541019
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541100,0,0,0.1025,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_000_seed_1541100
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541101,1,0,0.0966,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_001_seed_1541101
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541102,2,0,0.1037,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_002_seed_1541102
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541103,3,0,0.0961,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_003_seed_1541103
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541104,4,0,0.0919,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_004_seed_1541104
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541105,5,0,0.1003,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_005_seed_1541105
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541106,6,0,0.092,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_006_seed_1541106
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541107,7,0,0.0949,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_007_seed_1541107
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541108,8,0,0.0925,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_008_seed_1541108
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541109,9,0,0.0931,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_009_seed_1541109
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541110,10,0,0.0869,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_010_seed_1541110
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541111,11,0,0.0877,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_011_seed_1541111
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541112,12,0,0.0883,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_012_seed_1541112
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541113,13,0,0.0804,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_013_seed_1541113
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541114,14,0,0.0904,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_014_seed_1541114
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541115,15,0,0.0841,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_015_seed_1541115
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541116,16,0,0.0868,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_016_seed_1541116
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541117,17,0,0.0956,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_017_seed_1541117
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541118,18,0,0.0904,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_018_seed_1541118
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,4.0,11,3000,1541119,19,0,0.1192,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_4/steps_3000/realization_019_seed_1541119
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541200,0,0,0.0875,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_000_seed_1541200
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541201,1,0,0.0879,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_001_seed_1541201
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541202,2,0,0.0899,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_002_seed_1541202
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541203,3,0,0.0852,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_003_seed_1541203
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541204,4,0,0.085,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_004_seed_1541204
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541205,5,0,0.0966,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_005_seed_1541205
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541206,6,0,0.0897,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_006_seed_1541206
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541207,7,0,0.0856,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_007_seed_1541207
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541208,8,0,0.0961,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_008_seed_1541208
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541209,9,0,0.0922,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_009_seed_1541209
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541210,10,0,0.0913,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_010_seed_1541210
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541211,11,0,0.0948,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_011_seed_1541211
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541212,12,0,0.095,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_012_seed_1541212
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541213,13,0,0.0881,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_013_seed_1541213
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541214,14,0,0.0906,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_014_seed_1541214
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541215,15,0,0.0923,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_015_seed_1541215
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541216,16,0,0.0924,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_016_seed_1541216
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541217,17,0,0.102,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_017_seed_1541217
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541218,18,0,0.0883,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_018_seed_1541218
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,5.0,12,3000,1541219,19,0,0.0958,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_5/steps_3000/realization_019_seed_1541219
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,6.0,13,3000,1541300,0,0,0.0923,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_6/steps_3000/realization_000_seed_1541300
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,6.0,13,3000,1541301,1,0,0.0844,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_6/steps_3000/realization_001_seed_1541301
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,6.0,13,3000,1541302,2,0,0.0843,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_6/steps_3000/realization_002_seed_1541302
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,6.0,13,3000,1541303,3,0,0.1038,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_6/steps_3000/realization_003_seed_1541303
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,6.0,13,3000,1541304,4,0,0.0969,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_6/steps_3000/realization_004_seed_1541304
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,6.0,13,3000,1541305,5,0,0.0838,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_6/steps_3000/realization_005_seed_1541305
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,6.0,13,3000,1541306,6,0,0.095,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_6/steps_3000/realization_006_seed_1541306
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,6.0,13,3000,1541307,7,0,0.0937,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_6/steps_3000/realization_007_seed_1541307
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,6.0,13,3000,1541308,8,0,0.09,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_6/steps_3000/realization_008_seed_1541308
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,6.0,13,3000,1541309,9,0,0.0924,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_6/steps_3000/realization_009_seed_1541309
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,6.0,13,3000,1541310,10,0,0.0869,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_6/steps_3000/realization_010_seed_1541310
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,6.0,13,3000,1541311,11,0,0.1027,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_6/steps_3000/realization_011_seed_1541311
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,6.0,13,3000,1541312,12,0,0.0901,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_6/steps_3000/realization_012_seed_1541312
voter,0.1061032953945969,rho_1_over_3pi,0.11,11,6.0,13,3000,1541313,13,0,0.1206,data/pilots/final_voter_lowrho_grid_v1/voter/rho_1_over_3pi/eta_6/steps_3000/realization_013_seed_1541313
