model,rho_label,rho_nominal,N,eta,base_seed,realization,steps,va_t0,S_t0,t_window_start,va_window_mean,va_window_stdev,S_window_mean,S_window_stdev
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230000,0,3000,0.07361477871026272,0.25,1500,0.7628090458170741,0.15472392476242258,0.8878664223850766,0.12681260329408373
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230001,1,3000,0.022241406552659593,0.125,1500,0.5869679465748131,0.2016275224029064,0.6394903397734844,0.16725539003657536
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230002,2,3000,0.19574341409000567,0.1875,1500,0.6231518189773595,0.20678947709080975,0.5624583610926049,0.20403700244351455
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230003,3,3000,0.17173514105977436,0.125,1500,0.598558015923417,0.2399195117274591,0.7211858760826116,0.21263106103053708
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230004,4,3000,0.1610630622066222,0.1875,1500,0.578466056585351,0.1989931096305242,0.5918970686209194,0.14294793978604672
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230005,5,3000,0.2701237958091644,0.1875,1500,0.6013496280516296,0.2441517624417208,0.5521319120586275,0.16162429266549583
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230006,6,3000,0.2998923145949905,0.375,1500,0.6959815199951744,0.18079242414534694,0.7466272485009994,0.14747052618391998
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230007,7,3000,0.2159272278885333,0.3125,1500,0.6645656772005537,0.19655394453984967,0.8218687541638907,0.11934746702153849
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230008,8,3000,0.12952298731328962,0.125,1500,0.6141097491015205,0.17919513255538208,0.6774650233177881,0.16001099107344652
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230009,9,3000,0.12993502649890648,0.125,1500,0.6277296703488403,0.18013065619919885,0.6640156562291806,0.19695697048485158
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230010,10,3000,0.04314573799639682,0.1875,1500,0.4519637830849499,0.233511065666263,0.5155729513657562,0.13712067114618393
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230011,11,3000,0.14896584581254027,0.25,1500,0.6141741470921159,0.2408030125521361,0.6516905396402398,0.18336165540444968
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230012,12,3000,0.09328797213550856,0.25,1500,0.5394837010643675,0.15340046004299718,0.6249583610926049,0.16846220967224002
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230013,13,3000,0.2854839037690006,0.5,1500,0.4690470351238212,0.1957947233966851,0.45103264490339773,0.15045793832872054
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230014,14,3000,0.21138679140219221,0.125,1500,0.488847438237669,0.19212059548193838,0.5242338441039307,0.11518709665433846
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230015,15,3000,0.1590624790923527,0.1875,1500,0.6080911461524156,0.19634229332569306,0.6996585609593604,0.19755803296938843
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230016,16,3000,0.2813799371026258,0.125,1500,0.47799064914209766,0.1872679753276958,0.4962524983344437,0.1345707645626302
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230017,17,3000,0.38570813184835107,0.125,1500,0.39932802797623185,0.1886323721134073,0.41205862758161227,0.07424750791930367
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230018,18,3000,0.2756698532195806,0.1875,1500,0.6751193635593665,0.19953598224311175,0.7822285143237842,0.16181087285472698
voter,rho_1_over_2pi,0.15915494309189535,16,0.59999999999999998,2230019,19,3000,0.362856671217485,0.125,1500,0.5675623273084515,0.20587106637780328,0.5841938707528315,0.2169995749121779
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230100,0,3000,0.21500151012416543,0.1875,1500,0.482584195897974,0.20736097638525136,0.5716605596269154,0.15738267693349897
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230101,1,3000,0.23531668212698892,0.1875,1500,0.5643895589443728,0.20025797034409584,0.6356179213857428,0.10602673863577679
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230102,2,3000,0.390901873020619,0.125,1500,0.454709559338119,0.20939294959087068,0.45128247834776813,0.15577257168725284
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230103,3,3000,0.24965198067676103,0.1875,1500,0.44342521305566795,0.186670347508857,0.502998001332445,0.18817573592507095
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230104,4,3000,0.15058070400807003,0.1875,1500,0.5078577760309613,0.2119661575575914,0.5363924050632911,0.16441316489184185
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230105,5,3000,0.34352412095974644,0.25,1500,0.5256546538003272,0.21271001471798634,0.5430546302465024,0.1596967782170258
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230106,6,3000,0.21108875201600247,0.125,1500,0.5397432325885485,0.23328082706230324,0.6126748834110592,0.21436597611155606
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230107,7,3000,0.09084553604462964,0.125,1500,0.44028567423330206,0.19910988278602165,0.5341439040639574,0.13770040187800184
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230108,8,3000,0.21102303190291638,0.1875,1500,0.6254427291424924,0.20198842924337695,0.7236009327115257,0.1515229141421281
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230109,9,3000,0.1084466943351278,0.125,1500,0.38232216713116257,0.18137273675274546,0.472018654230513,0.11860235933022258
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230110,10,3000,0.1373101566040709,0.1875,1500,0.45671497094486496,0.21462063039645685,0.4623167888074617,0.11609865264729399
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230111,11,3000,0.2121401152292292,0.125,1500,0.5447794384827616,0.22125595387326166,0.5180296469020653,0.15947162283036379
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230112,12,3000,0.31795135199730123,0.1875,1500,0.5114599730396784,0.18750004393975273,0.5782811459027315,0.14779376928271876
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230113,13,3000,0.36720450785426645,0.25,1500,0.5674732709126264,0.19392418637467032,0.6952031978680879,0.14122872694400387
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230114,14,3000,0.2698626491611638,0.125,1500,0.4694188913198284,0.15250217705290856,0.5276482345103265,0.07706775732476102
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230115,15,3000,0.20905572068646847,0.25,1500,0.33033062142288916,0.1591180216761104,0.3867421718854097,0.11676553438550641
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230116,16,3000,0.11258769414638295,0.125,1500,0.40072226481813367,0.1893289700224033,0.39665223184543635,0.05811690740852491
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230117,17,3000,0.12676672558667912,0.25,1500,0.5155642289414176,0.17709161428411113,0.6266239173884077,0.11150956929735037
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230118,18,3000,0.3409595440624484,0.125,1500,0.5669343675651665,0.2256695991915458,0.7173967355096602,0.171140843178555
voter,rho_1_over_2pi,0.15915494309189535,16,0.80000000000000004,2230119,19,3000,0.2654631491872574,0.125,1500,0.48830531047887227,0.1930490150119054,0.588649233844104,0.15798917577259866
voter,rho_1_over_2pi,0.15915494309189535,16,1.2,2230200,0,3000,0.25510430353451957,0.125,1500,0.39672745545139704,0.1755011418207431,0.46514823451032644,0.11810894982682235
