model,rho_nominal,rho_label,N,eta,eta_index,steps,base_seed,realization,returncode,elapsed_s,source_run
vicsek,2,rho_2,200,5,,3000,930002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,5,,3000,930003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,5,,3000,930004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,5,,3000,930005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,5,,3000,930006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,5,,3000,930007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,5,,3000,930008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,5,,3000,930009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,5,,3000,930010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,5,,3000,930011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,5,,3000,930012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,5,,3000,930013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,5,,3000,930014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,5,,3000,930015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,5,,3000,930016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,5,,3000,930017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,5,,3000,930018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,5,,3000,930019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932000,0,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932001,1,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,2,rho_2,200,6,,3000,932019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020000,0,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020001,1,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0,,3000,1020019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130000,0,0,3.8316,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130001,1,0,4.1676,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130002,2,0,4.6895,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130003,3,0,4.8719,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130004,4,0,4.4912,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130005,5,0,3.7547,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130006,6,0,4.6438,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130007,7,0,3.889,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130008,8,0,3.9142,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130009,9,0,4.5093,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130010,10,0,4.9035,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130011,11,0,4.6656,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130012,12,0,4.712,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130013,13,0,4.6787,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130014,14,0,4.4012,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130015,15,0,4.9675,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130016,16,0,4.5631,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130017,17,0,4.6578,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130018,18,0,4.8492,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.05,0,3000,1130019,19,0,5.0258,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130100,0,0,4.5609,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130101,1,0,5.4688,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130102,2,0,4.1833,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130103,3,0,4.5185,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130104,4,0,4.9057,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130105,5,0,4.5829,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130106,6,0,4.618,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130107,7,0,4.4629,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130108,8,0,4.3843,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130109,9,0,4.3375,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130110,10,0,4.7789,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130111,11,0,5.6004,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130112,12,0,4.3391,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130113,13,0,5.123,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130114,14,0,4.6627,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130115,15,0,4.2649,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130116,16,0,4.4893,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130117,17,0,4.3654,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130118,18,0,5.0563,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.1,1,3000,1130119,19,0,4.6053,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130200,0,0,4.799,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130201,1,0,4.0191,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130202,2,0,4.3069,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130203,3,0,4.7753,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130204,4,0,4.1959,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130205,5,0,4.1444,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130206,6,0,5.0127,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130207,7,0,5.2386,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130208,8,0,4.9142,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130209,9,0,4.8592,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130210,10,0,4.7379,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130211,11,0,4.7299,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130212,12,0,6.1687,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130213,13,0,4.8611,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130214,14,0,5.8853,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130215,15,0,5.4892,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130216,16,0,4.305,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130217,17,0,5.6476,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130218,18,0,4.7488,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.15,2,3000,1130219,19,0,5.3888,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130300,0,0,4.6039,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130301,1,0,4.5347,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130302,2,0,4.1238,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130303,3,0,4.5094,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130304,4,0,5.0469,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130305,5,0,4.4557,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130306,6,0,4.6089,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130307,7,0,4.4976,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130308,8,0,4.5737,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130309,9,0,4.6893,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130310,10,0,4.2878,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130311,11,0,4.8444,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130312,12,0,4.987,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130313,13,0,4.0393,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130314,14,0,4.3823,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130315,15,0,4.5969,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130316,16,0,4.68,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130317,17,0,4.9249,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130318,18,0,4.7465,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.2,3,3000,1130319,19,0,4.1327,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130400,0,0,4.1431,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130401,1,0,4.506,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130402,2,0,4.2888,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130403,3,0,5.0428,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130404,4,0,5.1391,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130405,5,0,4.574,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130406,6,0,4.6308,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130407,7,0,4.8296,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130408,8,0,4.2173,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130409,9,0,3.8849,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130410,10,0,4.7669,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130411,11,0,4.6127,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130412,12,0,4.1133,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130413,13,0,4.6386,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130414,14,0,5.3171,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130415,15,0,4.9476,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130416,16,0,4.9037,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130417,17,0,4.8488,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130418,18,0,4.3806,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.3,4,3000,1130419,19,0,4.0301,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130500,0,0,4.5657,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130501,1,0,4.6004,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130502,2,0,4.2535,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130503,3,0,4.6464,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130504,4,0,4.3989,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130505,5,0,4.3864,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130506,6,0,4.6885,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130507,7,0,4.3736,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130508,8,0,4.4618,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130509,9,0,4.5538,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130510,10,0,4.4724,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130511,11,0,4.3158,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130512,12,0,4.5718,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130513,13,0,4.3753,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130514,14,0,4.3983,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130515,15,0,4.4673,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130516,16,0,4.5236,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130517,17,0,4.2966,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130518,18,0,4.6393,final_fine_grid_steps3000_R20_v1
vicsek,4.0,rho_4,400,0.4,5,3000,1130519,19,0,4.0918,final_fine_grid_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021000,0,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021001,1,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,0.5,,3000,1021019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022000,0,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022001,1,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,1,,3000,1022019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024000,0,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024001,1,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,2,,3000,1024019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026000,0,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026001,1,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
