model,rho_nominal,rho_label,N,eta,eta_index,steps,base_seed,realization,returncode,elapsed_s,source_run
vicsek,4,rho_4,400,3,,3000,1026006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,3,,3000,1026019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028000,0,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028001,1,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,4,,3000,1028019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030000,0,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030001,1,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,5,,3000,1030019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032000,0,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032001,1,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,4,rho_4,400,6,,3000,1032019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120000,0,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120001,1,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0,,3000,1120019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160000,0,0,13.7267,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160001,1,0,10.7795,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160002,2,0,11.2034,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160003,3,0,17.5036,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160004,4,0,11.7005,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160005,5,0,13.7668,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160006,6,0,15.6634,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160007,7,0,11.9777,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160008,8,0,13.8573,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160009,9,0,12.9233,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160010,10,0,12.4154,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160011,11,0,14.1001,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160012,12,0,15.8182,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160013,13,0,15.0327,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160014,14,0,17.809,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160015,15,0,12.0745,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160016,16,0,13.3363,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160017,17,0,16.0963,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160018,18,0,12.7279,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.05,0,3000,1160019,19,0,16.0665,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160100,0,0,15.1541,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160101,1,0,12.928,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160102,2,0,15.2957,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160103,3,0,15.4892,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160104,4,0,14.3386,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160105,5,0,12.8041,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160106,6,0,13.9631,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160107,7,0,12.9282,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160108,8,0,12.05,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160109,9,0,16.8709,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160110,10,0,14.8512,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160111,11,0,16.1225,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160112,12,0,12.5618,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160113,13,0,13.1966,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160114,14,0,15.2665,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160115,15,0,15.6578,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160116,16,0,12.6106,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160117,17,0,16.1753,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160118,18,0,11.5228,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.1,1,3000,1160119,19,0,13.6981,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160200,0,0,11.836,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160201,1,0,11.424,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160202,2,0,12.9929,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160203,3,0,16.6288,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160204,4,0,14.9871,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160205,5,0,12.1553,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160206,6,0,13.4398,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160207,7,0,13.7464,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160208,8,0,13.22,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160209,9,0,12.3625,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160210,10,0,10.9601,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160211,11,0,13.3156,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160212,12,0,11.1809,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160213,13,0,11.6544,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160214,14,0,13.044,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160215,15,0,10.8885,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160216,16,0,13.0269,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160217,17,0,17.6291,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160218,18,0,10.8072,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.15,2,3000,1160219,19,0,12.4519,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160300,0,0,11.9204,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160301,1,0,13.2035,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160302,2,0,9.9913,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160303,3,0,14.3659,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160304,4,0,13.628,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160305,5,0,13.623,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160306,6,0,12.9185,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160307,7,0,13.0973,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160308,8,0,13.1809,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160309,9,0,14.6529,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160310,10,0,12.3389,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160311,11,0,13.4102,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160312,12,0,15.5507,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160313,13,0,11.3414,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160314,14,0,13.9012,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160315,15,0,11.3826,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160316,16,0,13.0895,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160317,17,0,14.8871,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160318,18,0,13.1012,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.2,3,3000,1160319,19,0,12.0426,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160400,0,0,12.5058,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160401,1,0,15.2371,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160402,2,0,13.3891,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160403,3,0,11.9287,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160404,4,0,16.0051,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160405,5,0,13.4811,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160406,6,0,12.0673,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160407,7,0,13.4951,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160408,8,0,13.9647,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160409,9,0,15.6686,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160410,10,0,15.9973,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160411,11,0,14.3016,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160412,12,0,14.4154,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160413,13,0,16.7084,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160414,14,0,13.0427,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160415,15,0,12.1168,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160416,16,0,13.1671,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160417,17,0,11.8285,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160418,18,0,11.8948,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.3,4,3000,1160419,19,0,13.3929,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160500,0,0,17.6787,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160501,1,0,14.3462,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160502,2,0,14.0313,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160503,3,0,18.6106,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160504,4,0,15.6437,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160505,5,0,17.2506,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160506,6,0,21.9919,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160507,7,0,21.3662,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160508,8,0,22.3868,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160509,9,0,19.9473,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160510,10,0,23.9299,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160511,11,0,20.053,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160512,12,0,23.3556,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160513,13,0,19.6139,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160514,14,0,23.9969,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160515,15,0,19.1282,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160516,16,0,17.1106,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160517,17,0,17.0005,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160518,18,0,15.305,final_fine_grid_steps3000_R20_v1
vicsek,8.0,rho_8,800,0.4,5,3000,1160519,19,0,18.2206,final_fine_grid_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121000,0,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121001,1,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,0.5,,3000,1121019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122000,0,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122001,1,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
