model,rho_label,eta,t,va_mean,va_stdev
voter,rho_4,0,2350,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,2400,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,2450,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,2500,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,2550,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,2600,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,2650,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,2700,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,2750,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,2800,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,2850,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,2900,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,2950,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3000,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3050,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3100,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3150,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3200,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3250,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3300,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3350,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3400,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3450,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3500,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3550,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3600,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3650,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3700,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3750,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3800,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3850,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3900,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,3950,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4000,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4050,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4100,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4150,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4200,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4250,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4300,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4350,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4400,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4450,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4500,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4550,0.9999999999999993,4.952216973049227e-15
