model,rho_nominal,rho_label,N,eta,eta_index,steps,base_seed,realization,returncode,elapsed_s
vicsek,2.0,rho_2,200,1.4,3,3000,1600312,12,0,1.708
vicsek,2.0,rho_2,200,1.4,3,3000,1600313,13,0,1.8026
vicsek,2.0,rho_2,200,1.4,3,3000,1600314,14,0,1.6176
vicsek,2.0,rho_2,200,1.4,3,3000,1600315,15,0,1.8117
vicsek,2.0,rho_2,200,1.4,3,3000,1600316,16,0,1.8435
vicsek,2.0,rho_2,200,1.4,3,3000,1600317,17,0,1.7991
vicsek,2.0,rho_2,200,1.4,3,3000,1600318,18,0,1.9743
vicsek,2.0,rho_2,200,1.4,3,3000,1600319,19,0,1.9496
vicsek,2.0,rho_2,200,1.6,4,3000,1600400,0,0,2.0658
vicsek,2.0,rho_2,200,1.6,4,3000,1600401,1,0,1.9424
vicsek,2.0,rho_2,200,1.6,4,3000,1600402,2,0,1.7961
vicsek,2.0,rho_2,200,1.6,4,3000,1600403,3,0,1.9548
vicsek,2.0,rho_2,200,1.6,4,3000,1600404,4,0,2.0609
vicsek,2.0,rho_2,200,1.6,4,3000,1600405,5,0,2.0477
vicsek,2.0,rho_2,200,1.6,4,3000,1600406,6,0,1.9932
vicsek,2.0,rho_2,200,1.6,4,3000,1600407,7,0,1.8812
vicsek,2.0,rho_2,200,1.6,4,3000,1600408,8,0,1.9058
vicsek,2.0,rho_2,200,1.6,4,3000,1600409,9,0,1.9181
vicsek,2.0,rho_2,200,1.6,4,3000,1600410,10,0,1.9303
vicsek,2.0,rho_2,200,1.6,4,3000,1600411,11,0,2.0142
vicsek,2.0,rho_2,200,1.6,4,3000,1600412,12,0,1.848
vicsek,2.0,rho_2,200,1.6,4,3000,1600413,13,0,2.0844
vicsek,2.0,rho_2,200,1.6,4,3000,1600414,14,0,2.0088
vicsek,2.0,rho_2,200,1.6,4,3000,1600415,15,0,1.9281
vicsek,2.0,rho_2,200,1.6,4,3000,1600416,16,0,1.7205
vicsek,2.0,rho_2,200,1.6,4,3000,1600417,17,0,1.7437
vicsek,2.0,rho_2,200,1.6,4,3000,1600418,18,0,1.775
vicsek,2.0,rho_2,200,1.6,4,3000,1600419,19,0,1.9732
vicsek,2.0,rho_2,200,1.8,5,3000,1600500,0,0,1.7687
vicsek,2.0,rho_2,200,1.8,5,3000,1600501,1,0,1.9149
vicsek,2.0,rho_2,200,1.8,5,3000,1600502,2,0,1.9887
vicsek,2.0,rho_2,200,1.8,5,3000,1600503,3,0,1.798
vicsek,2.0,rho_2,200,1.8,5,3000,1600504,4,0,1.8976
vicsek,2.0,rho_2,200,1.8,5,3000,1600505,5,0,1.9078
vicsek,2.0,rho_2,200,1.8,5,3000,1600506,6,0,2.0036
vicsek,2.0,rho_2,200,1.8,5,3000,1600507,7,0,1.8289
vicsek,2.0,rho_2,200,1.8,5,3000,1600508,8,0,1.8082
vicsek,2.0,rho_2,200,1.8,5,3000,1600509,9,0,1.8179
vicsek,2.0,rho_2,200,1.8,5,3000,1600510,10,0,1.8257
vicsek,2.0,rho_2,200,1.8,5,3000,1600511,11,0,2.0303
vicsek,2.0,rho_2,200,1.8,5,3000,1600512,12,0,1.7484
vicsek,2.0,rho_2,200,1.8,5,3000,1600513,13,0,1.8723
vicsek,2.0,rho_2,200,1.8,5,3000,1600514,14,0,1.7922
vicsek,2.0,rho_2,200,1.8,5,3000,1600515,15,0,1.8436
vicsek,2.0,rho_2,200,1.8,5,3000,1600516,16,0,1.8033
vicsek,2.0,rho_2,200,1.8,5,3000,1600517,17,0,1.7355
vicsek,2.0,rho_2,200,1.8,5,3000,1600518,18,0,1.9703
vicsek,2.0,rho_2,200,1.8,5,3000,1600519,19,0,1.8326
vicsek,2.0,rho_2,200,2.2,6,3000,1600600,0,0,1.9358
vicsek,2.0,rho_2,200,2.2,6,3000,1600601,1,0,2.0653
vicsek,2.0,rho_2,200,2.2,6,3000,1600602,2,0,1.9597
vicsek,2.0,rho_2,200,2.2,6,3000,1600603,3,0,2.0545
vicsek,2.0,rho_2,200,2.2,6,3000,1600604,4,0,2.0009
vicsek,2.0,rho_2,200,2.2,6,3000,1600605,5,0,1.8397
vicsek,2.0,rho_2,200,2.2,6,3000,1600606,6,0,1.9821
vicsek,2.0,rho_2,200,2.2,6,3000,1600607,7,0,1.9899
vicsek,2.0,rho_2,200,2.2,6,3000,1600608,8,0,2.0954
vicsek,2.0,rho_2,200,2.2,6,3000,1600609,9,0,2.0542
vicsek,2.0,rho_2,200,2.2,6,3000,1600610,10,0,1.9294
vicsek,2.0,rho_2,200,2.2,6,3000,1600611,11,0,2.1598
vicsek,2.0,rho_2,200,2.2,6,3000,1600612,12,0,1.9641
vicsek,2.0,rho_2,200,2.2,6,3000,1600613,13,0,2.0194
vicsek,2.0,rho_2,200,2.2,6,3000,1600614,14,0,2.0502
vicsek,2.0,rho_2,200,2.2,6,3000,1600615,15,0,2.0736
vicsek,2.0,rho_2,200,2.2,6,3000,1600616,16,0,1.9276
vicsek,2.0,rho_2,200,2.2,6,3000,1600617,17,0,2.02
vicsek,2.0,rho_2,200,2.2,6,3000,1600618,18,0,2.0086
vicsek,2.0,rho_2,200,2.2,6,3000,1600619,19,0,1.9987
vicsek,2.0,rho_2,200,2.4,7,3000,1600700,0,0,1.9966
vicsek,2.0,rho_2,200,2.4,7,3000,1600701,1,0,2.0102
vicsek,2.0,rho_2,200,2.4,7,3000,1600702,2,0,1.9934
vicsek,2.0,rho_2,200,2.4,7,3000,1600703,3,0,1.9575
vicsek,2.0,rho_2,200,2.4,7,3000,1600704,4,0,2.0312
