model,rho_label,eta,t,realizations,va_mean,va_stdev,va_stderr,S_mean,S_stdev,S_stderr,source_run
vicsek,rho_2,3,1850,20,0.49289265831993534,0.1381057272333634,0.03088137941758445,0.9555,0.0641463171195354,0.014343552558553966,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,1900,20,0.4359110572564474,0.14153136327325275,0.03164737492272103,0.9407500000000001,0.06525478909628012,0.01459141442766944,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,1950,20,0.4463502315758182,0.13471864781518006,0.030124005435159612,0.9025000000000001,0.132886229534892,0.029714264251365873,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2000,20,0.46530659502253313,0.11318931150856106,0.025309899485954176,0.9369999999999999,0.06027852022072207,0.013478686879663016,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2050,20,0.4458896560194698,0.13900119121810775,0.031081611251713572,0.9119999999999999,0.11527575634104509,0.025776442733627922,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2100,20,0.43863200062608687,0.13904408536220386,0.03109120267391713,0.8872500000000001,0.13058019566534582,0.029198619402293662,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2150,20,0.4293469679282297,0.1236420921875125,0.02764721230115736,0.9087500000000001,0.11285914894238747,0.025236072891795185,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2200,20,0.4528955618758266,0.09918611204038492,0.022178688894621105,0.94575,0.05927214775929753,0.013253655156220111,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2250,20,0.45814301025044424,0.12444667002836686,0.027827121375691398,0.9572499999999999,0.04784022888741231,0.010697400385140304,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2300,20,0.4614799483265314,0.15198743578415733,0.03398542381392598,0.8865000000000001,0.13385720003048024,0.029931379854594074,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2350,20,0.432806198317928,0.15976534926329675,0.03572461814017275,0.94275,0.07838167834385788,0.017526676096738934,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2400,20,0.5042525790875596,0.12902863326406266,0.028851679502233468,0.942,0.07588478108290224,0.01696835289590595,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2450,20,0.4866580425311981,0.11228224070076603,0.025107072287290647,0.9497500000000001,0.07244782605434064,0.016199826387958603,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2500,20,0.4530158415302883,0.13401926271925318,0.02996761817346534,0.9199999999999999,0.12547908192204787,0.0280579756931964,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2550,20,0.47361063715974083,0.14039106136006266,0.031392395663444414,0.8877499999999999,0.11604390332973119,0.02594820562196931,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2600,20,0.4601353766346512,0.13356322266525564,0.029865644517345222,0.9404999999999999,0.0848071341338687,0.018963451690027316,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2650,20,0.4564665123082488,0.13505898305338457,0.030200106707936,0.9269999999999999,0.08716937535625684,0.019491664885278523,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2700,20,0.4773002790400812,0.1374197905668949,0.030727999316136137,0.90525,0.10258502571038329,0.02293870909619807,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2750,20,0.4507228989452359,0.10140780197488045,0.022675473866467007,0.9225,0.09469028461251978,0.021173391320239657,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2800,20,0.44614754953045443,0.12202155538282236,0.027284849255624615,0.9029999999999999,0.11253221760900296,0.025162968823252946,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2850,20,0.46125696995279053,0.09352126454465419,0.020911990486358768,0.90725,0.10311977259478415,0.023058282134625723,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2900,20,0.4754113924191417,0.14107203997680332,0.031544667111270006,0.89175,0.1374797712392627,0.030741411402211188,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,2950,20,0.4285085816373665,0.1291132460573485,0.028870599497988796,0.9179999999999999,0.11169601604354562,0.02497598846892751,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,3,3000,20,0.44513931751635,0.14961968683954827,0.03345597905454606,0.9317499999999999,0.05577353763210649,0.012471342149103276,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,0,20,0.053571490076422,0.035194619474006976,0.007869756158611749,0.99725,0.0067961386095341,0.0015196627915429147,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,50,20,0.12567128952276535,0.05453782151952642,0.012195027626241195,0.9964999999999999,0.005937171043518964,0.0013275918047351766,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,100,20,0.1313950355014136,0.06404646329928662,0.014321224565565033,0.9835,0.028770644761631603,0.006433311744350649,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,150,20,0.13023462594150353,0.052363841358636073,0.01170891088409252,0.9925,0.010547511554864502,0.002358495283014153,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,200,20,0.1347504119903627,0.059758327764761025,0.01336236831037187,0.992,0.009407443861113397,0.002103568396796265,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,250,20,0.14910947077471376,0.06714616995189028,0.015014340044118044,0.9884999999999999,0.013610657588816211,0.0030434355587066427,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,300,20,0.12027261108282798,0.06893241438364234,0.015413756441500852,0.9722500000000001,0.03845370593323874,0.008598510045350881,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,350,20,0.14350802325062398,0.05477440591014382,0.012247929504224781,0.984,0.02118962010041709,0.004738143096192853,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,400,20,0.15077110505211805,0.08995026228672418,0.020113490106705094,0.952,0.0716833313957994,0.016028880185465232,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,450,20,0.11573942239654278,0.0579055124906538,0.012948066220106505,0.96675,0.04222780482099443,0.009442424212033689,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,500,20,0.18665061057371793,0.059970941689150355,0.013409910229161624,0.9685,0.030581857366746047,0.006838311195024687,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,550,20,0.1405512820246116,0.0574102223961372,0.012837315988114365,0.95525,0.05206906471216857,0.011642996822124444,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,600,20,0.12216465689384473,0.0530874635849304,0.011870717732894904,0.95375,0.0475624589355933,0.01063528913570289,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,650,20,0.11036652120223614,0.05254861464980295,0.011750227448040069,0.9275,0.10831089511217235,0.024219052417466705,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,700,20,0.15532388517156426,0.06117464920915465,0.013679067413137354,0.953,0.06380438856379708,0.014267095009146044,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,750,20,0.19427205417067972,0.0557183913479685,0.01245901106509937,0.9535,0.08843217740166755,0.019774036006844936,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,800,20,0.18663455050102168,0.06495800840648645,0.014525052247990649,0.95875,0.03247595264191644,0.007261843774138904,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,850,20,0.1709414853235483,0.08122180541988608,0.018161747817412612,0.9492499999999999,0.067957247589937,0.015195702517488288,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,900,20,0.16898360549093108,0.07656225141877324,0.017119839868280667,0.9484999999999999,0.07141603461408369,0.015969110808056908,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,950,20,0.13808431812409613,0.06398674829979954,0.014307871885752086,0.9615,0.03413575837739656,0.007632987619536662,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1000,20,0.1538797919313189,0.08554380357998856,0.019128175985874428,0.9385,0.0738765862773856,0.016519306886186233,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1050,20,0.1596182475647119,0.07977905440800567,0.017839138883695493,0.9295,0.08958096896104663,0.020030913608719895,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1100,20,0.16590990695605923,0.06920279009455046,0.015474214288406393,0.9487500000000001,0.06474710418234933,0.014477892629799403,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1150,20,0.14684015621390073,0.06058574981117557,0.013547385504558362,0.9349999999999999,0.0895684096096386,0.02002810525236973,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1200,20,0.15130109537766148,0.07331589332312824,0.01639393213016377,0.9349999999999999,0.08076199601297629,0.018058931308358197,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1250,20,0.15629558092045934,0.08609455931907206,0.01925132871303331,0.922,0.12626757303440975,0.028234287665885958,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1300,20,0.19196747373110998,0.08015930465504861,0.017924165423780402,0.92125,0.09919519897656337,0.022180720795321324,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1350,20,0.18572901260007368,0.07729642158686957,0.017284005308572253,0.899,0.13974619851716896,0.03124819994815701,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1400,20,0.17847815328301428,0.06859539072992775,0.015338395661527737,0.9262499999999999,0.08529177861904391,0.01907182149140453,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1450,20,0.1946402022250018,0.07223888049670413,0.01615310474091142,0.95875,0.047850679201031185,0.010699737146304105,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1500,20,0.2082944262532555,0.08313232455938425,0.018588952884235843,0.9369999999999999,0.07493997598078077,0.016757088052522726,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1550,20,0.1897254997717692,0.08283159232666215,0.018521707112696652,0.94625,0.0789600373606801,0.017656001104440378,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1600,20,0.19121671609449306,0.07647912512917406,0.017101252264854556,0.93875,0.05014665990871177,0.01121313404004429,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1650,20,0.21062133996030913,0.07950796520314932,0.017778521494692973,0.9395,0.07786045209218861,0.017410126363699947,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1700,20,0.18269476311167004,0.09263078902854743,0.020712874107727375,0.89875,0.15024875207468447,0.033596642317350704,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1750,20,0.19490492294984224,0.06238227756659444,0.013949101323016532,0.88975,0.1488999244459177,0.03329503529056547,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1800,20,0.20543008628420195,0.09158155062901512,0.02047825726913164,0.897,0.11895797577295941,0.026599812029411033,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1850,20,0.18132055045675669,0.10276308527244225,0.022978524424678837,0.8957499999999999,0.1489234283113305,0.033300290914645175,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1900,20,0.17734516702884,0.10193479799382536,0.02279331375869027,0.9342499999999999,0.09660842354577576,0.021602300224744585,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,1950,20,0.1805892913511623,0.09968506590833519,0.02229025837125843,0.932,0.1080902400774464,0.02416971245174423,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2000,20,0.15702602113147174,0.08062110147865716,0.01802742633271862,0.9087500000000001,0.13475788474148737,0.030132779078604743,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2050,20,0.18193387176820508,0.08944736502211893,0.02000103885976949,0.962,0.0388072158238645,0.008677557259966653,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2100,20,0.1838358484400103,0.0847845284012886,0.018958396894554287,0.9327500000000001,0.10593010667416511,0.023686691938723733,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2150,20,0.19402708766812476,0.09546077461706885,0.02134567812285524,0.93675,0.1044901311129429,0.023364703614640606,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2200,20,0.19052620740063878,0.06512446549426172,0.014562273184350865,0.8977499999999999,0.1298698868098375,0.029039789513699992,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2250,20,0.15788213825626052,0.09647494673097162,0.021572453901612366,0.9029999999999999,0.11043550153822818,0.024694128856876076,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2300,20,0.19092975289706976,0.08094104515766808,0.0180989679142426,0.9327500000000001,0.055755605099397844,0.012467332312888749,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2350,20,0.21412242530818265,0.06171111121206062,0.013799023963721697,0.86875,0.15758231975700826,0.03523647790287786,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2400,20,0.17045075560302847,0.09500615529424777,0.021244022151883955,0.8695,0.14106647369236958,0.03154342245223241,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2450,20,0.18107289914707192,0.07725032529532364,0.017273697864431517,0.8942499999999999,0.08948847691183487,0.020010231757778323,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2500,20,0.20218117405835664,0.09154887159049768,0.02047095001397521,0.9189999999999999,0.06836665854054884,0.015287249589118377,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2550,20,0.18431131556199915,0.07657108058771459,0.017121814130474436,0.8977499999999999,0.13482836311399762,0.03014853852179239,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2600,20,0.1962208376685088,0.09468615635314832,0.021172468213381323,0.9259999999999999,0.09269034469673741,0.020726191159979198,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2650,20,0.1624912308612523,0.08090729656284171,0.018091421499024915,0.9279999999999999,0.07122850552973858,0.015927178030021513,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2700,20,0.18609587676116582,0.08297535618664773,0.018553853689060203,0.89375,0.10175798494467153,0.02275377715896857,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2750,20,0.20927767846591244,0.056131738652462716,0.012551438332215907,0.89625,0.1266676260928577,0.028323742249215588,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2800,20,0.21739309390138556,0.08596165854759505,0.019221611197104835,0.90825,0.08381937425201882,0.018742581865900967,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2850,20,0.16968826570119444,0.092191330394562,0.020614608169838313,0.90175,0.09856818705850279,0.022040516668172725,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2900,20,0.1929303356513244,0.0801084912302229,0.017912803196572416,0.89725,0.0934809472566469,0.020902975266693494,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,2950,20,0.188199141559508,0.08412609933370352,0.018811167679206084,0.92925,0.06845208177988453,0.01530635080611966,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,4,3000,20,0.17160975385224603,0.07696664054415135,0.017210264025651383,0.9237500000000001,0.08597783144508822,0.019225227566923624,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,0,20,0.051782561401330515,0.029376896656343916,0.006568873789157127,0.9949999999999999,0.010954451150103333,0.0024494897427831805,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,50,20,0.0656345334226816,0.026476210455377874,0.0059202606364815585,0.99325,0.013988834833537795,0.003127998561380746,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,100,20,0.07973450597350172,0.0503144706878603,0.011250657670997623,0.9875,0.03187867625859016,0.007128288714691625,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,150,20,0.0762420899823211,0.02391220435071099,0.0053469314420056,0.9970000000000001,0.004301162633521317,0.000961769203083568,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,200,20,0.09057880035733396,0.04512994535826615,0.01009136256419342,0.9957499999999999,0.006759252917297893,0.0015114149000191853,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,250,20,0.08960903564567424,0.04338060175514214,0.00970019744293445,0.9894999999999999,0.024026027553467926,0.005372383083883724,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,300,20,0.07091110798810214,0.03073161272251185,0.006871797510573388,0.99375,0.010353139620424338,0.002315032397181519,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,350,20,0.07633331284722848,0.03534125130737885,0.007902544033320242,0.9925,0.011884864324004724,0.002657536453183665,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,400,20,0.07197624385277095,0.04631627455258815,0.010356633836413076,0.99125,0.013953046262375838,0.003119995993587174,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,450,20,0.07803499893699364,0.037979153124075474,0.008492396811330625,0.9804999999999999,0.02573421846491554,0.0057543461835381435,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,500,20,0.07936630211493303,0.03996209916654539,0.008935797025998317,0.98675,0.016223054582907636,0.003627585285007097,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,550,20,0.07705130745610471,0.030680353956650062,0.006860335702082417,0.9872500000000001,0.016543503256565718,0.0036992397867670087,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,600,20,0.07647532066095408,0.04324891897289875,0.0096707522776782,0.99075,0.012477479713467791,0.002790049282718858,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,650,20,0.08181350864162058,0.04298615466598529,0.009611996392446288,0.9727499999999999,0.060796278669010655,0.013594461188292826,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,700,20,0.07383358902113053,0.04024745240927133,0.008999603950831837,0.98225,0.02585899263312475,0.005782246535733322,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,750,20,0.0801256951819691,0.0388868741367082,0.0086953694002158,0.98475,0.01639168996778552,0.0036652933034069758,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,800,20,0.06809131226141758,0.03675559531385326,0.00821880096752486,0.9887499999999999,0.016648948915772448,0.003722818152958861,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,850,20,0.07856933760530052,0.033758064467531775,0.007548532693822128,0.9845,0.03364892271678248,0.007524127856436252,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,900,20,0.07981575756176751,0.046156894349146604,0.010320995339496772,0.99025,0.01631525359900973,0.0036482016117533847,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,950,20,0.07121755348167452,0.029792054168148587,0.006661705830933619,0.9814999999999999,0.03343276835680827,0.007475794272182723,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1000,20,0.07937533594696078,0.03510175693510178,0.007848991463656224,0.9800000000000001,0.02061552812808831,0.0046097722286464445,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1050,20,0.08367577544589876,0.03849456666570694,0.008607646782891814,0.9810000000000001,0.042414620120897,0.009484197383015603,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1100,20,0.08460599163625526,0.03344475035886074,0.00747847352929231,0.983,0.022438805672316882,0.005017469481720841,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1150,20,0.07791853458612083,0.04525304988082268,0.010118889572270827,0.9814999999999999,0.019627786426390525,0.004388906469725689,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1200,20,0.07319273471640089,0.039048581989275,0.008731528375299287,0.9817499999999999,0.01726810643932914,0.0038612659841041805,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1250,20,0.09314583646060332,0.04184926583593114,0.009357780321760158,0.98575,0.016902292743885383,0.003779467555092916,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1300,20,0.06698979407369418,0.035723279006025996,0.007987968023666523,0.9804999999999999,0.02333988003396762,0.00521895583426417,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1350,20,0.08520496713919569,0.034765709727647004,0.00777384902370444,0.9789999999999999,0.024114311103575,0.0053921238858171665,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1400,20,0.05389500641107253,0.03659300658715935,0.00818244502299859,0.962,0.06558200972827838,0.014664583185348296,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1450,20,0.08365380219029883,0.052191001953948615,0.011670262818285345,0.9800000000000001,0.05111262075065218,0.011429129450662458,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1500,20,0.07345891914365296,0.03485802696597851,0.00779449178574487,0.9855,0.022798026230355994,0.0050977936403899275,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1550,20,0.08395544093122366,0.03989133223750763,0.008919973059609584,0.985,0.022416511771459896,0.005012484413940856,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1600,20,0.07318547002859377,0.03527417643209725,0.007887545635249044,0.9914999999999999,0.013610657588816211,0.0030434355587066427,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1650,20,0.10525553194983125,0.04279001027452992,0.009568137173176334,0.9775,0.039890475053576395,0.008919781387455639,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1700,20,0.07190755937580726,0.033383387286459176,0.0074647523291724955,0.98125,0.025390697115282208,0.005677532474587883,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1750,20,0.07796490661830771,0.04250359744152339,0.009504093316753243,0.982,0.020149441679609904,0.004505552130427528,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1800,20,0.0820355996618851,0.04290486605136732,0.00959381970563803,0.9737500000000001,0.029448047473474365,0.006584783595532961,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1850,20,0.07577803299695325,0.044997037065445646,0.01006164336644141,0.9887499999999999,0.013216939887886315,0.0029553976043842248,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1900,20,0.07424436040354068,0.02769199989328494,0.006192119419430204,0.99075,0.013348689074212505,0.0029848576180447894,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,1950,20,0.07230046560009605,0.030153290156685646,0.006742480653562439,0.9782500000000001,0.03749249924984996,0.008383577696902438,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2000,20,0.06277650584163609,0.03485721761795637,0.007794310810025374,0.9914999999999999,0.008381527307120112,0.0018741664813991326,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2050,20,0.07157134663364992,0.039291444009599046,0.008785833973959037,0.99375,0.007395099728874526,0.0016535945694153705,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2100,20,0.06907286249154738,0.02980269148632051,0.00666408440758669,0.9789999999999999,0.027138533490223826,0.00606836056937951,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2150,20,0.07159698174015139,0.0335427621813669,0.007500389639064551,0.97725,0.05170771219073611,0.011562195941948052,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2200,20,0.0728732491091208,0.03983285354464537,0.008906896826362051,0.9727499999999999,0.05778137675756783,0.012920308626344804,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2250,20,0.07177017012933136,0.03514796443800778,0.007859323775413058,0.97525,0.07170207458644415,0.016033071290304922,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2300,20,0.07914612988978029,0.04192798989244016,0.00937538355594203,0.9709999999999999,0.04657252408878008,0.01041393297462587,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2350,20,0.07629561878624128,0.04086987006653914,0.009138780770036535,0.9890000000000001,0.009165151389911688,0.0020493901531919213,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2400,20,0.08745212201281646,0.03590059847574134,0.008027617862468297,0.983,0.028346075566116735,0.006338375186118285,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2450,20,0.06959317521587685,0.0356528176893616,0.007972212394281952,0.99075,0.010520812706250415,0.0023525252389719454,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2500,20,0.0701720277105286,0.03961333477686486,0.008857810937652628,0.9797499999999999,0.03868058298423124,0.008649241296206273,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2550,20,0.061831911790824666,0.024578190707787516,0.005495850518656655,0.9705,0.05219913792391594,0.011672082076476329,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2600,20,0.08632619430959121,0.04199385089846755,0.009390110524596406,0.98225,0.02436570335533124,0.005448336902211536,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2650,20,0.08793433875519345,0.04117297721309598,0.009206557588453245,0.9792500000000001,0.028603976996215058,0.006396043699037711,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2700,20,0.07537008717645284,0.03845740617046772,0.00859933744354857,0.9804999999999999,0.03320015060206806,0.007423779360945475,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2750,20,0.078668950745201,0.05437064004277765,0.012157644711582288,0.9792500000000001,0.0448406902266234,0.010026683150474038,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2800,20,0.06434697460200206,0.030372544037559287,0.006791507311758849,0.9845,0.01922888452302941,0.0042997092924987376,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2850,20,0.06955417626826674,0.040515628827970225,0.009059570021049155,0.978,0.032572994949804666,0.007283543093852058,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,rho_2,5,2900,20,0.08168230833519577,0.04789360180995766,0.010709334933437228,0.9695,0.04318275118609281,0.00965595671075632,vicsek_eta0_6_deta0p5_steps3000_R20_v1
