model,rho_label,eta,realizations,va_mean,va_stdev_between_realizations,va_stderr,S_mean,S_stdev_between_realizations,S_stderr,t_eq_heuristic_estimate
voter,rho_2,0,20,1.0,2.5561537694544526e-15,5.715733589442481e-16,0.9875,0.03176807401017238,0.007103557300098978,850
voter,rho_2,0.050000000000000003,20,0.9752624426929138,0.013681338461260786,0.003059240282256149,0.9897020383693045,0.014790804815309165,0.0033073245008962515,750
voter,rho_2,0.10000000000000001,20,0.915214527360544,0.05166778024649897,0.011553266887769253,0.9856033173461232,0.012020022221522465,0.0026877586778382267,2400
voter,rho_2,0.14999999999999999,20,0.8551776218189024,0.044830772754084404,0.010024465536197819,0.981918065547562,0.01575828935614469,0.0035236606209450914,4000
voter,rho_2,0.20000000000000001,20,0.7228793668156002,0.06745858937488211,0.015084199150848144,0.9694950039968026,0.020256930479740157,0.004529587356818641,4950
voter,rho_4,0,20,0.9999999999999991,5.100810471348406e-15,1.140575895427778e-15,0.998625,0.004403572114592992,0.0009846686592052422,1450
voter,rho_4,0.050000000000000003,20,0.9651959862350171,0.015613858497550539,0.0034913648991585734,0.9988724020783373,0.0026251239211231773,0.000586995553699222,1300
voter,rho_4,0.10000000000000001,20,0.8453609350525693,0.12243117313297833,0.027376442569038543,0.9975621502797761,0.0027491311598320106,0.0006147244152447215,4250
voter,rho_4,0.14999999999999999,20,0.7470650422918562,0.08235530465978007,0.01841520595269734,0.99632793764988,0.0035088718531949745,0.0007846075988079625,sin_evidencia
voter,rho_4,0.20000000000000001,20,0.6503116809462802,0.10535824849579198,0.023558820562690583,0.9970386690647481,0.002107619330250004,0.0004712780093131587,4950
voter,rho_8,0,20,0.9899485325771853,0.035393417518360094,0.007914208752708507,0.9997498001598721,0.0011179873074891804,0.00024998956175277667,3900
voter,rho_8,0.050000000000000003,20,0.9424197393454425,0.02628130114190872,0.005876677589045074,0.9997200739408474,0.0008901864672449385,0.00019905174534100723,1950
voter,rho_8,0.10000000000000001,20,0.7683727992075171,0.09122607013228282,0.02039876941359476,0.9997169264588329,0.0005937150648891025,0.0001327587244357732,5000
voter,rho_8,0.14999999999999999,20,0.6269225657366654,0.12675283863432296,0.028342796352740774,0.9998297362110311,0.00023739207219134107,5.308248107393761e-05,4700
voter,rho_8,0.20000000000000001,20,0.5168194416313522,0.11759701303967425,0.026295491510764078,0.9996014688249399,0.00047549843092337774,0.00010632468147391607,4950
