model,rho_label,eta,t,realizations,va_mean,va_stdev,va_stderr,S_mean,S_stdev,S_stderr
vicsek,rho_2,0.59999999999999998,0,20,0.05977712141610856,0.027829158697265575,0.006222789060371531,0.99,0.013228756555322964,0.0029580398915498105
vicsek,rho_2,0.59999999999999998,50,20,0.6182751474466274,0.19625823966564848,0.04388467650368356,0.9964999999999999,0.008529361054615998,0.0019072231122760667
vicsek,rho_2,0.59999999999999998,100,20,0.8447865137388468,0.1539511599361487,0.034424525883217066,0.9914999999999999,0.01775528090456472,0.003970201506221066
vicsek,rho_2,0.59999999999999998,150,20,0.9393025659841922,0.05543964310798971,0.01239668106377927,0.993,0.015198684153570678,0.0033985290935932885
vicsek,rho_2,0.59999999999999998,200,20,0.9613284934875056,0.030646129470543203,0.0068526828743394235,0.9914999999999999,0.022085062825357774,0.004938370176485355
vicsek,rho_2,0.59999999999999998,250,20,0.9674117710587804,0.01747355324476848,0.003907205286376434,0.99725,0.0067961386095341,0.0015196627915429147
vicsek,rho_2,0.59999999999999998,300,20,0.9712473976144208,0.007573464076802014,0.001693478050088199,0.99325,0.016528384676065586,0.003695859169394849
vicsek,rho_2,0.59999999999999998,350,20,0.9727952056340634,0.00921594939220941,0.002060748931817811,0.9872500000000001,0.021649191670822264,0.004840906423388083
vicsek,rho_2,0.59999999999999998,400,20,0.9761709668928009,0.0066113499387683615,0.0014783427886125129,0.99225,0.01639168996778552,0.0036652933034069758
vicsek,rho_2,0.59999999999999998,450,20,0.9732720769784338,0.006568186962631743,0.0014686912537372446,0.9955,0.012338962679253078,0.0027590759322642816
vicsek,rho_2,0.59999999999999998,500,20,0.9705256671249785,0.010536228690681368,0.002355972357884714,0.9804999999999999,0.03751333096380538,0.008388235809751654
vicsek,rho_2,0.59999999999999998,550,20,0.9735643553304918,0.009820685797038393,0.0021959721027844546,0.968,0.0548725796732758,0.012269881825021789
vicsek,rho_2,0.59999999999999998,600,20,0.9763617597121852,0.005637345481619113,0.0012605487709551628,0.9835,0.036197375595476526,0.008093979243857744
vicsek,rho_2,0.59999999999999998,650,20,0.9760805336797489,0.004551468242397976,0.0010177392387433364,0.984,0.036283605113053466,0.008113260750154649
vicsek,rho_2,0.59999999999999998,700,20,0.9742151614606456,0.008066366773971725,0.0018036944438046458,0.99325,0.01995463605280737,0.004461992268034536
vicsek,rho_2,0.59999999999999998,750,20,0.9789052381334573,0.0025484728215080916,0.0005698558467702781,0.994,0.020037464909513872,0.004480513363443969
vicsek,rho_2,0.59999999999999998,800,20,0.9747454075070128,0.0052767042334584055,0.0011799069363173913,0.99375,0.019613452016409547,0.004385701198212207
vicsek,rho_2,0.59999999999999998,850,20,0.974909421746669,0.00746900541373853,0.0016701203829433294,0.9962500000000001,0.013122023472010722,0.0029341736485763784
vicsek,rho_2,0.59999999999999998,900,20,0.9767851562047547,0.007303225559004527,0.0016330508804948023,0.9962500000000001,0.008496322733983222,0.0018998355191963347
vicsek,rho_2,0.59999999999999998,950,20,0.9743391922380912,0.007788082929110873,0.0017414682843897588,0.9914999999999999,0.020802644062714717,0.0046516126235962504
vicsek,rho_2,0.59999999999999998,1000,20,0.9715678512628637,0.010324451985449722,0.002308617646989825,0.978,0.07912648102879338,0.017693219040072948
vicsek,rho_2,0.59999999999999998,1050,20,0.9704436129922536,0.010104509864383085,0.002259437093607776,0.99725,0.0060156047077579876,0.0013451301052314615
vicsek,rho_2,0.59999999999999998,1100,20,0.9731881451593429,0.011240339538155791,0.002513416329749494,0.99125,0.01731148462726406,0.0038709656418005043
vicsek,rho_2,0.59999999999999998,1150,20,0.971168556426847,0.012927211471825224,0.0028906123610516307,0.99175,0.016828175777546413,0.0037628944975909157
vicsek,rho_2,0.59999999999999998,1200,20,0.9733302295055563,0.009462690925803503,0.002115922016016705,0.9964999999999999,0.008958236433584467,0.0020031225624010146
vicsek,rho_2,0.59999999999999998,1250,20,0.9736512343768459,0.009109023443387121,0.002036839562805281,0.99325,0.01645258338377291,0.003678909485159973
vicsek,rho_2,0.59999999999999998,1300,20,0.9731953607669099,0.008886700580317755,0.0019871266593277327,0.9967499999999999,0.010985786271359925,0.002456496488904474
vicsek,rho_2,0.59999999999999998,1350,20,0.9759870711397562,0.005497016455195865,0.0012291702467252881,0.999,0.0030000000000000027,0.0006708203932499374
vicsek,rho_2,0.59999999999999998,1400,20,0.974609727819149,0.006739378128224506,0.001506970762078529,0.99825,0.0039607448794387184,0.0008856494791959183
vicsek,rho_2,0.59999999999999998,1450,20,0.9764853873046168,0.003929683018580506,0.0008787038359572579,0.9970000000000001,0.01100000000000001,0.002459674775249771
vicsek,rho_2,0.59999999999999998,1500,20,0.9767077754984183,0.004721691683143229,0.0010558023572303657,0.9984999999999999,0.004500000000000004,0.0010062305898749062
vicsek,rho_2,0.59999999999999998,1550,20,0.9785106331345748,0.0036160832417069877,0.0008085807940754627,0.99925,0.0023848480035423662,0.000533268225192539
vicsek,rho_2,0.59999999999999998,1600,20,0.9745950818414629,0.007284206177984778,0.0016287980176097894,0.998,0.004847679857416333,0.0010839741694339408
vicsek,rho_2,0.59999999999999998,1650,20,0.9701812097521316,0.010131971446445414,0.0022655776900338816,0.9964999999999999,0.006726812023536861,0.0015041608956491337
vicsek,rho_2,0.59999999999999998,1700,20,0.9714904572224528,0.008448607362294724,0.0018891660377296196,0.9967499999999999,0.00825757228245688,0.0018464492952691678
vicsek,rho_2,0.59999999999999998,1750,20,0.9760972527597749,0.006423213932573386,0.001436274298725784,0.9970000000000001,0.009137833441248541,0.0020432816741702566
vicsek,rho_2,0.59999999999999998,1800,20,0.9751399756197403,0.0075009704535798005,0.0016772679831421864,0.9935,0.013518505834595787,0.0030228298000383705
