model,rho_label,eta,t,realizations,va_mean,va_stdev,va_stderr,S_mean,S_stdev,S_stderr,source_run
voter,rho_2,0,0,20,0.06934068309883964,0.04129451683354052,0.009233734673780596,0.9952500000000001,0.00843726851534311,0.001886630594472592,final_voter_base_coarse_v1
voter,rho_2,0,50,20,0.3178178465779977,0.1557953253059689,0.03483689379608397,0.9964999999999999,0.010259142264341605,0.0022940139493908946,final_voter_base_coarse_v1
voter,rho_2,0,100,20,0.4285801636802461,0.21247114927895175,0.04750999330452415,0.9880000000000001,0.030265491900843117,0.006767569726275453,final_voter_base_coarse_v1
voter,rho_2,0,150,20,0.5604477313770094,0.27429755837241304,0.06133479865829321,0.9904999999999999,0.02616772821625905,0.005851281910829455,final_voter_base_coarse_v1
voter,rho_2,0,200,20,0.6453164101941018,0.24418496692362163,0.05460141851247556,0.9977499999999999,0.0060156047077579876,0.0013451301052314615,final_voter_base_coarse_v1
voter,rho_2,0,250,20,0.7502713356855105,0.22590708981234947,0.05051436094195636,0.99175,0.027625848403261755,0.00617732749657973,final_voter_base_coarse_v1
voter,rho_2,0,300,20,0.7632399016888416,0.20650232521915451,0.04617532367017986,0.9945,0.014739402972983666,0.003295830699535397,final_voter_base_coarse_v1
voter,rho_2,0,350,20,0.8254543913775334,0.2157657292172261,0.048246683774453,0.98675,0.02020365066021485,0.004517673626989891,final_voter_base_coarse_v1
voter,rho_2,0,400,20,0.8411127505384849,0.2438126534627298,0.05451816669172633,0.991,0.019659603251337497,0.004396020928066653,final_voter_base_coarse_v1
voter,rho_2,0,450,20,0.8367543658780736,0.2752217235772345,0.061541448280335295,0.991,0.019659603251337497,0.004396020928066653,final_voter_base_coarse_v1
voter,rho_2,0,500,20,0.9024447087984109,0.18368242510204627,0.04107263888001892,0.99025,0.01958794271994892,0.004379997146117791,final_voter_base_coarse_v1
voter,rho_2,0,550,20,0.9134620930199777,0.20994929851318542,0.04694609033038781,0.9845,0.031855140872392954,0.00712302604235026,final_voter_base_coarse_v1
voter,rho_2,0,600,20,0.9548401516814009,0.13637778488114244,0.030494999761507754,0.99075,0.01970247446388397,0.004405607222619828,final_voter_base_coarse_v1
voter,rho_2,0,650,20,0.9724217375558426,0.07605135683537817,0.017005600366499885,0.9925,0.01742842505793337,0.0038971143170299727,final_voter_base_coarse_v1
voter,rho_2,0,700,20,0.9532342344100748,0.15503081086400852,0.03466594316988359,0.99325,0.01741228014936584,0.003893504205725221,final_voter_base_coarse_v1
voter,rho_2,0,750,20,0.9619948991079458,0.1605102346359201,0.03589117957303585,0.99275,0.017354754391808596,0.003880641055289704,final_voter_base_coarse_v1
voter,rho_2,0,800,20,0.9699362656801753,0.12129848955412523,0.027123166821107214,0.99325,0.01741228014936584,0.003893504205725221,final_voter_base_coarse_v1
voter,rho_2,0,850,20,0.9597734875829268,0.1607027340329884,0.035934223746783095,0.99325,0.01741228014936584,0.003893504205725221,final_voter_base_coarse_v1
voter,rho_2,0,900,20,0.9605219702454868,0.15883203471874355,0.035515922663571724,0.99225,0.018403464347779737,0.004115139730312932,final_voter_base_coarse_v1
voter,rho_2,0,950,20,0.9793121410475709,0.08135851714720807,0.01819231748897395,0.9914999999999999,0.018377975949489103,0.004109440351191387,final_voter_base_coarse_v1
voter,rho_2,0,1000,20,0.9997297586365838,0.0011779547935001637,0.00026339869926880933,0.994,0.017363755354185332,0.0038826537316634336,final_voter_base_coarse_v1
voter,rho_2,0,1050,20,1.0000000000000007,2.65529049256936e-15,5.937410041393989e-16,0.994,0.017363755354185332,0.0038826537316634336,final_voter_base_coarse_v1
voter,rho_2,0,1100,20,1.0000000000000007,2.65529049256936e-15,5.937410041393989e-16,0.994,0.017363755354185332,0.0038826537316634336,final_voter_base_coarse_v1
voter,rho_2,0,1150,20,1.0000000000000007,2.65529049256936e-15,5.937410041393989e-16,0.994,0.017363755354185332,0.0038826537316634336,final_voter_base_coarse_v1
voter,rho_2,0,1200,20,1.0000000000000007,2.65529049256936e-15,5.937410041393989e-16,0.994,0.017363755354185332,0.0038826537316634336,final_voter_base_coarse_v1
voter,rho_2,0,1250,20,1.0000000000000007,2.65529049256936e-15,5.937410041393989e-16,0.994,0.017363755354185332,0.0038826537316634336,final_voter_base_coarse_v1
voter,rho_2,0,1300,20,1.0000000000000007,2.65529049256936e-15,5.937410041393989e-16,0.994,0.017363755354185332,0.0038826537316634336,final_voter_base_coarse_v1
voter,rho_2,0,1350,20,1.0000000000000007,2.65529049256936e-15,5.937410041393989e-16,0.994,0.017363755354185332,0.0038826537316634336,final_voter_base_coarse_v1
voter,rho_2,0,1400,20,1.0000000000000007,2.65529049256936e-15,5.937410041393989e-16,0.994,0.017363755354185332,0.0038826537316634336,final_voter_base_coarse_v1
voter,rho_2,0,1450,20,1.0000000000000007,2.65529049256936e-15,5.937410041393989e-16,0.994,0.017363755354185332,0.0038826537316634336,final_voter_base_coarse_v1
voter,rho_2,0,1500,20,1.0000000000000007,2.65529049256936e-15,5.937410041393989e-16,0.994,0.017363755354185332,0.0038826537316634336,final_voter_base_coarse_v1
voter,rho_2,0,1550,20,1.0000000000000007,2.65529049256936e-15,5.937410041393989e-16,0.994,0.017363755354185332,0.0038826537316634336,final_voter_base_coarse_v1
voter,rho_2,0,1600,20,1.0000000000000007,2.65529049256936e-15,5.937410041393989e-16,0.994,0.017363755354185332,0.0038826537316634336,final_voter_base_coarse_v1
