model,rho_label,rho_nominal,N,eta,base_seed,realization,steps,va_t0,S_t0,t_window_start,va_window_mean,va_window_stdev,S_window_mean,S_window_stdev,source_run
voter,rho_2,2,200,0.20000000000000001,1200307,7,3000,0.07662631728270063,0.96,1500,0.7325300178944879,0.19842819982946205,0.9759893404397069,0.03269695947421997,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.20000000000000001,1200308,8,3000,0.06190277847231342,1.0,1500,0.708333044156271,0.1201005396007661,0.9437075283144569,0.08809022918368951,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.20000000000000001,1200309,9,3000,0.11535784468076704,0.995,1500,0.8071515469740457,0.12825776091166027,0.9373484343770819,0.10307157066860774,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.20000000000000001,1200310,10,3000,0.07325463085307744,0.985,1500,0.7502943833409065,0.18981629838896988,0.9275882744836775,0.058742482494252395,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.20000000000000001,1200311,11,3000,0.09409943924118974,0.985,1500,0.7603348307560436,0.16670385903858778,0.9820919387075282,0.03669591005950813,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.20000000000000001,1200312,12,3000,0.07389620778913239,1.0,1500,0.6249051363706001,0.1955944596466819,0.9802498334443704,0.027882537863217875,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.20000000000000001,1200313,13,3000,0.06918783526532644,1.0,1500,0.8208482959463582,0.08831562585249275,0.9340306462358428,0.1294608164330856,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.20000000000000001,1200314,14,3000,0.07766158604693636,1.0,1500,0.6857377676481402,0.1861115135747823,0.9587241838774151,0.07363789455893924,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.20000000000000001,1200315,15,3000,0.07258084374660156,1.0,1500,0.6798071307223309,0.17810853956731987,0.9692971352431712,0.07904128015879805,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.20000000000000001,1200316,16,3000,0.10270381802071896,0.995,1500,0.7816636651812544,0.11980439370846604,0.9701399067288474,0.08125153868101581,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.20000000000000001,1200317,17,3000,0.03370347441646676,1.0,1500,0.8563341149414055,0.06652865879786682,0.9791005996002664,0.040932548873344396,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.20000000000000001,1200318,18,3000,0.1161545627951032,1.0,1500,0.6943089897995369,0.20628952262762065,0.9818687541638907,0.03330389361861589,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.20000000000000001,1200319,19,3000,0.07559979887380065,0.99,1500,0.7970407109328429,0.11867145230710377,0.9910259826782145,0.021621786620888823,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200400,0,3000,0.10717129409263355,1.0,1500,0.5313813640604246,0.20474408070186492,0.9751065956029313,0.04183405993631486,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200401,1,3000,0.04557413633393785,1.0,1500,0.51063018527889,0.22489883007191433,0.9722285143237842,0.05556187840150499,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200402,2,3000,0.014700777494094546,1.0,1500,0.6005698662256704,0.14366759270483076,0.9546735509660226,0.09063691297324739,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200403,3,3000,0.0226680630396169,1.0,1500,0.5548499939246584,0.16835927042954701,0.9696235842771486,0.046437096673307365,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200404,4,3000,0.06621301560639865,0.99,1500,0.6885402722168071,0.14531987554018289,0.9580113257828115,0.10422787649256329,final_fine_grid_steps3000_R20_v1
