model,rho_label,rho_nominal,N,eta,base_seed,realization,steps,va_t0,S_t0,t_window_start,va_window_mean,va_window_stdev,S_window_mean,S_window_stdev
vicsek,rho_2,2,200,0,800000,0,600,0.03247929218031398,0.99,450,0.9999999986396897,1.902553536623825e-09,1.0,0.0
vicsek,rho_2,2,200,0,800001,1,600,0.06384908516287938,0.985,450,0.9999999975184232,4.224693173156996e-09,1.0,0.0
vicsek,rho_2,2,200,0,800002,2,600,0.10029832938847791,0.995,450,0.999674451077819,0.0003100711256060411,1.0,0.0
vicsek,rho_2,2,200,1,800100,0,600,0.07936524632191438,1.0,450,0.9325293143917791,0.01100209005190396,0.9720860927152317,0.036130547035769976
vicsek,rho_2,2,200,1,800101,1,600,0.04916050673264193,0.955,450,0.9488583186576652,0.005295950147283443,1.0,0.0
vicsek,rho_2,2,200,1,800102,2,600,0.029903976128337676,0.985,450,0.8611037942344123,0.05075719873719339,0.9975165562913907,0.0032993162137963344
vicsek,rho_2,2,200,2,800200,0,600,0.032944337618660204,1.0,450,0.5485366721058759,0.17770569012500145,0.9719536423841059,0.01911947024271796
vicsek,rho_2,2,200,2,800201,1,600,0.12170894517221469,1.0,450,0.7307535393782562,0.04927034076907137,0.9569867549668873,0.013775391608701065
vicsek,rho_2,2,200,2,800202,2,600,0.02766806209407543,0.985,450,0.7175726085501085,0.03643868276913864,0.9322516556291391,0.051855277282327805
vicsek,rho_2,2,200,3,800300,0,600,0.019353323261072752,1.0,450,0.5478370183228743,0.04209172229861933,0.9793046357615894,0.005580231637865143
vicsek,rho_2,2,200,3,800301,1,600,0.0630825888794022,0.915,450,0.46174121182046823,0.10354338551872642,0.9697682119205299,0.06000093196942963
vicsek,rho_2,2,200,3,800302,2,600,0.08896204971751255,1.0,450,0.19618758415665072,0.09942212318748844,0.9696357615894039,0.04917901930347707
vicsek,rho_2,2,200,4,800400,0,600,0.08693401859691313,0.995,450,0.17913213315778373,0.08290511414675555,0.9594701986754967,0.07592291384674588
vicsek,rho_2,2,200,4,800401,1,600,0.08088214608539537,1.0,450,0.15394621804336067,0.060915693885573934,0.9427152317880795,0.08428258817012493
vicsek,rho_2,2,200,4,800402,2,600,0.13344115181948665,0.985,450,0.14390199161109132,0.07601403797892897,0.9119867549668875,0.1624156219753974
vicsek,rho_2,2,200,6,800500,0,600,0.09765909040604331,0.99,450,0.06574908329756077,0.03630725672521763,0.9908940397350994,0.007096452166358524
vicsek,rho_2,2,200,6,800501,1,600,0.04198561442504999,0.99,450,0.06397003188839061,0.0317443874565077,0.973476821192053,0.03732350686537396
vicsek,rho_2,2,200,6,800502,2,600,0.040984958489677314,1.0,450,0.06508672323579823,0.03418559720593416,0.9998675496688741,0.0012798773569594507
vicsek,rho_4,4,400,0,810000,0,600,0.04315063218416013,1.0,450,0.9999999997995339,3.249322605143493e-10,1.0,0.0
vicsek,rho_4,4,400,0,810001,1,600,0.019800832264343586,1.0,450,0.9999999330874692,7.14183655505125e-08,1.0,0.0
vicsek,rho_4,4,400,0,810002,2,600,0.08149685603565708,1.0,450,0.999995796767121,3.3382400473201655e-06,1.0,0.0
vicsek,rho_4,4,400,1,810100,0,600,0.012495360531713011,1.0,450,0.9480412612704112,0.004598563998698792,1.0,0.0
vicsek,rho_4,4,400,1,810101,1,600,0.016923290220040344,1.0,450,0.9453718698951141,0.00618685090930601,1.0,0.0
vicsek,rho_4,4,400,1,810102,2,600,0.01991205210667847,1.0,450,0.9484758693099774,0.005975307917127017,0.9995364238410597,0.0009716159437828408
vicsek,rho_4,4,400,2,810200,0,600,0.05720416199483197,1.0,450,0.769413973614147,0.0313275962387236,0.9951986754966888,0.005167101570807561
vicsek,rho_4,4,400,2,810201,1,600,0.01679665275659257,1.0,450,0.8064010767869,0.015007696252864782,0.9999337748344371,0.00040146873023118817
vicsek,rho_4,4,400,2,810202,2,600,0.06512003064786392,1.0,450,0.7962058151225074,0.02147974313301914,0.9988907284768213,0.0013987861811512667
vicsek,rho_4,4,400,3,810300,0,600,0.04125890281245589,1.0,450,0.5867158889033454,0.02787627126803789,0.9959768211920531,0.0014378259761056627
