model,rho_nominal,rho_label,rho_effective,N,eta,eta_index,steps,base_seed,realization,returncode,elapsed_s,output_path
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400710,10,0,1.5235,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_010_seed_1400710
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400711,11,0,1.5512,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_011_seed_1400711
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400712,12,0,1.5689,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_012_seed_1400712
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400713,13,0,1.5548,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_013_seed_1400713
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400714,14,0,1.5247,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_014_seed_1400714
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400715,15,0,1.5255,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_015_seed_1400715
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400716,16,0,1.453,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_016_seed_1400716
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400717,17,0,1.5311,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_017_seed_1400717
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400718,18,0,1.5271,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_018_seed_1400718
voter,2.0,rho_2,2.0,200,6.0,7,3000,1400719,19,0,1.4906,data/pilots/final_voter_base_coarse_v1/voter/rho_2/eta_6/steps_3000/realization_019_seed_1400719
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410000,0,0,3.8245,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_000_seed_1410000
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410001,1,0,3.8667,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_001_seed_1410001
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410002,2,0,4.0123,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_002_seed_1410002
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410003,3,0,3.5502,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_003_seed_1410003
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410004,4,0,3.6639,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_004_seed_1410004
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410005,5,0,3.4445,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_005_seed_1410005
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410006,6,0,3.8157,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_006_seed_1410006
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410007,7,0,4.1003,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_007_seed_1410007
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410008,8,0,3.5185,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_008_seed_1410008
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410009,9,0,3.551,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_009_seed_1410009
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410010,10,0,3.9387,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_010_seed_1410010
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410011,11,0,3.6459,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_011_seed_1410011
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410012,12,0,4.0451,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_012_seed_1410012
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410013,13,0,3.8187,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_013_seed_1410013
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410014,14,0,3.8378,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_014_seed_1410014
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410015,15,0,3.8952,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_015_seed_1410015
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410016,16,0,3.8034,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_016_seed_1410016
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410017,17,0,3.8908,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_017_seed_1410017
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410018,18,0,3.9952,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_018_seed_1410018
voter,4.0,rho_4,4.0,400,0.0,0,3000,1410019,19,0,4.1568,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0/steps_3000/realization_019_seed_1410019
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410100,0,0,3.9802,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_000_seed_1410100
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410101,1,0,4.1106,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_001_seed_1410101
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410102,2,0,4.1563,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_002_seed_1410102
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410103,3,0,4.6322,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_003_seed_1410103
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410104,4,0,4.4561,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_004_seed_1410104
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410105,5,0,4.4019,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_005_seed_1410105
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410106,6,0,4.1889,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_006_seed_1410106
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410107,7,0,4.1403,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_007_seed_1410107
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410108,8,0,3.9849,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_008_seed_1410108
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410109,9,0,4.5251,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_009_seed_1410109
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410110,10,0,4.1561,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_010_seed_1410110
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410111,11,0,4.6218,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_011_seed_1410111
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410112,12,0,4.5417,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_012_seed_1410112
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410113,13,0,4.2972,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_013_seed_1410113
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410114,14,0,4.4277,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_014_seed_1410114
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410115,15,0,4.3319,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_015_seed_1410115
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410116,16,0,4.6105,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_016_seed_1410116
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410117,17,0,4.3534,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_017_seed_1410117
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410118,18,0,4.2042,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_018_seed_1410118
voter,4.0,rho_4,4.0,400,0.5,1,3000,1410119,19,0,4.1516,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_0p5/steps_3000/realization_019_seed_1410119
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410200,0,0,3.9912,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_000_seed_1410200
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410201,1,0,3.8565,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_001_seed_1410201
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410202,2,0,3.9723,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_002_seed_1410202
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410203,3,0,4.0491,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_003_seed_1410203
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410204,4,0,3.894,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_004_seed_1410204
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410205,5,0,3.9421,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_005_seed_1410205
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410206,6,0,3.8658,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_006_seed_1410206
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410207,7,0,3.8116,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_007_seed_1410207
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410208,8,0,4.0039,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_008_seed_1410208
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410209,9,0,3.967,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_009_seed_1410209
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410210,10,0,4.0233,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_010_seed_1410210
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410211,11,0,4.1421,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_011_seed_1410211
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410212,12,0,3.7746,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_012_seed_1410212
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410213,13,0,3.8892,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_013_seed_1410213
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410214,14,0,4.0603,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_014_seed_1410214
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410215,15,0,3.9448,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_015_seed_1410215
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410216,16,0,3.9748,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_016_seed_1410216
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410217,17,0,3.9131,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_017_seed_1410217
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410218,18,0,3.9393,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_018_seed_1410218
voter,4.0,rho_4,4.0,400,1.0,2,3000,1410219,19,0,3.7763,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_1/steps_3000/realization_019_seed_1410219
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410300,0,0,3.769,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_000_seed_1410300
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410301,1,0,3.5714,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_001_seed_1410301
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410302,2,0,3.5582,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_002_seed_1410302
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410303,3,0,3.694,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_003_seed_1410303
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410304,4,0,3.5936,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_004_seed_1410304
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410305,5,0,3.5396,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_005_seed_1410305
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410306,6,0,3.5807,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_006_seed_1410306
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410307,7,0,3.6244,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_007_seed_1410307
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410308,8,0,3.5652,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_008_seed_1410308
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410309,9,0,3.7561,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_009_seed_1410309
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410310,10,0,3.709,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_010_seed_1410310
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410311,11,0,3.7013,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_011_seed_1410311
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410312,12,0,3.509,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_012_seed_1410312
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410313,13,0,3.6988,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_013_seed_1410313
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410314,14,0,3.6056,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_014_seed_1410314
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410315,15,0,3.5042,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_015_seed_1410315
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410316,16,0,3.6634,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_016_seed_1410316
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410317,17,0,3.6444,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_017_seed_1410317
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410318,18,0,3.5477,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_018_seed_1410318
voter,4.0,rho_4,4.0,400,2.0,3,3000,1410319,19,0,3.6743,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_2/steps_3000/realization_019_seed_1410319
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410400,0,0,3.5086,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_000_seed_1410400
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410401,1,0,3.4847,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_001_seed_1410401
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410402,2,0,3.5442,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_002_seed_1410402
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410403,3,0,3.48,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_003_seed_1410403
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410404,4,0,3.4965,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_004_seed_1410404
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410405,5,0,3.4303,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_005_seed_1410405
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410406,6,0,3.5091,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_006_seed_1410406
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410407,7,0,3.4335,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_007_seed_1410407
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410408,8,0,3.4642,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_008_seed_1410408
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410409,9,0,3.4379,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_009_seed_1410409
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410410,10,0,3.4463,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_010_seed_1410410
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410411,11,0,3.5497,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_011_seed_1410411
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410412,12,0,3.5093,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_012_seed_1410412
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410413,13,0,3.5639,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_013_seed_1410413
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410414,14,0,3.5331,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_014_seed_1410414
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410415,15,0,3.6008,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_015_seed_1410415
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410416,16,0,3.5063,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_016_seed_1410416
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410417,17,0,3.4613,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_017_seed_1410417
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410418,18,0,3.5497,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_018_seed_1410418
voter,4.0,rho_4,4.0,400,3.0,4,3000,1410419,19,0,3.4869,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_3/steps_3000/realization_019_seed_1410419
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410500,0,0,3.5215,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_000_seed_1410500
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410501,1,0,3.4854,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_001_seed_1410501
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410502,2,0,3.4572,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_002_seed_1410502
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410503,3,0,3.4496,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_003_seed_1410503
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410504,4,0,3.4976,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_004_seed_1410504
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410505,5,0,3.4621,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_005_seed_1410505
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410506,6,0,3.373,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_006_seed_1410506
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410507,7,0,3.4571,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_007_seed_1410507
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410508,8,0,3.4358,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_008_seed_1410508
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410509,9,0,3.3858,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_009_seed_1410509
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410510,10,0,3.495,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_010_seed_1410510
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410511,11,0,3.4581,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_011_seed_1410511
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410512,12,0,3.4655,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_012_seed_1410512
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410513,13,0,3.4582,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_013_seed_1410513
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410514,14,0,3.3823,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_014_seed_1410514
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410515,15,0,3.367,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_015_seed_1410515
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410516,16,0,3.4567,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_016_seed_1410516
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410517,17,0,3.4354,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_017_seed_1410517
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410518,18,0,3.4574,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_018_seed_1410518
voter,4.0,rho_4,4.0,400,4.0,5,3000,1410519,19,0,3.4585,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_4/steps_3000/realization_019_seed_1410519
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410600,0,0,3.489,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_000_seed_1410600
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410601,1,0,3.3703,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_001_seed_1410601
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410602,2,0,3.4324,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_002_seed_1410602
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410603,3,0,3.4677,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_003_seed_1410603
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410604,4,0,3.4371,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_004_seed_1410604
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410605,5,0,3.4794,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_005_seed_1410605
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410606,6,0,3.3784,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_006_seed_1410606
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410607,7,0,3.3531,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_007_seed_1410607
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410608,8,0,3.3342,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_008_seed_1410608
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410609,9,0,3.353,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_009_seed_1410609
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410610,10,0,3.3611,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_010_seed_1410610
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410611,11,0,3.3701,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_011_seed_1410611
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410612,12,0,3.4852,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_012_seed_1410612
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410613,13,0,3.3688,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_013_seed_1410613
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410614,14,0,3.4743,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_014_seed_1410614
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410615,15,0,3.3236,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_015_seed_1410615
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410616,16,0,3.4352,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_016_seed_1410616
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410617,17,0,3.3325,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_017_seed_1410617
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410618,18,0,3.3694,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_018_seed_1410618
voter,4.0,rho_4,4.0,400,5.0,6,3000,1410619,19,0,3.4139,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_5/steps_3000/realization_019_seed_1410619
voter,4.0,rho_4,4.0,400,6.0,7,3000,1410700,0,0,3.3452,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_6/steps_3000/realization_000_seed_1410700
voter,4.0,rho_4,4.0,400,6.0,7,3000,1410701,1,0,3.3758,data/pilots/final_voter_base_coarse_v1/voter/rho_4/eta_6/steps_3000/realization_001_seed_1410701
